"","frequency","count","mass","cum_mass","MAUI","UI","norm_rank","TypeItem","sample_size"
"1574",42,1,42,865,0.336121067303863,0.94,0.337837837837838,"F2",700
"1575",39,1,39,904,0.352250099561928,0.944285714285714,0.364864864864865,"F2",700
"1576",31,1,31,935,0.366188769414576,0.955714285714286,0.391891891891892,"F2",700
"1577",26,1,26,961,0.377538829151732,0.962857142857143,0.418918918918919,"F2",700
"1578",24,3,72,1033,0.39705296694544,0.965714285714286,0.445945945945946,"F2",700
"1579",23,2,46,1079,0.420549581839904,0.967142857142857,0.472972972972973,"F2",700
"1580",21,1,21,1100,0.433890880127439,0.97,0.5,"F2",700
"1581",19,1,19,1119,0.441855834328953,0.972857142857143,0.527027027027027,"F2",700
"1582",18,2,36,1155,0.452807646356033,0.974285714285714,0.554054054054054,"F2",700
"1583",17,1,17,1172,0.463361210673039,0.975714285714286,0.581081081081081,"F2",700
"1584",16,1,16,1188,0.469932297889287,0.977142857142857,0.608108108108108,"F2",700
"1585",15,4,60,1248,0.485065710872162,0.978571428571429,0.635135135135135,"F2",700
"1586",13,3,39,1287,0.504778972520908,0.981428571428571,0.662162162162162,"F2",700
"1587",12,2,24,1311,0.517323775388292,0.982857142857143,0.689189189189189,"F2",700
"1588",11,3,33,1344,0.528673835125448,0.984285714285714,0.716216216216216,"F2",700
"1589",10,4,40,1384,0.54320987654321,0.985714285714286,0.743243243243243,"F2",700
"1590",9,2,18,1402,0.554759060135404,0.987142857142857,0.77027027027027,"F2",700
"1591",8,6,48,1450,0.567901234567901,0.988571428571429,0.797297297297297,"F2",700
"1592",7,4,28,1478,0.583034647550777,0.99,0.824324324324324,"F2",700
"1593",6,5,30,1508,0.594583831142971,0.991428571428571,0.851351351351351,"F2",700
"1594",5,12,60,1568,0.612504978096376,0.992857142857143,0.878378378378378,"F2",700
"1595",4,18,72,1640,0.63878932696137,0.994285714285714,0.905405405405405,"F2",700
"1596",3,51,153,1793,0.683592194344882,0.995714285714286,0.932432432432432,"F2",700
"1597",2,82,164,1957,0.746714456391876,0.997142857142857,0.959459459459459,"F2",700
"1598",1,554,554,2511,0.88968538430904,0.998571428571429,0.986486486486487,"F2",700
"1599",153,1,153,153,0.0287269996244837,0.781428571428571,0.0147058823529412,"F3",700
"1600",90,1,90,243,0.074352234322193,0.871428571428571,0.0441176470588235,"F3",700
"1601",82,1,82,325,0.106646639128802,0.882857142857143,0.0735294117647059,"F3",700
"1602",67,1,67,392,0.134622606083365,0.904285714285714,0.102941176470588,"F3",700
"1603",66,1,66,458,0.159594442358243,0.905714285714286,0.132352941176471,"F3",700
"1604",62,2,124,582,0.195268494179497,0.911428571428571,0.161764705882353,"F3",700
"1605",55,1,55,637,0.228877206158468,0.921428571428571,0.191176470588235,"F3",700
"1606",54,1,54,691,0.249342846413819,0.922857142857143,0.220588235294118,"F3",700
"1607",52,1,52,743,0.269245212166729,0.925714285714286,0.25,"F3",700
"1608",49,1,49,792,0.288208787082238,0.93,0.279411764705882,"F3",700
"1609",43,1,43,835,0.305482538490424,0.938571428571429,0.308823529411765,"F3",700
"1610",34,1,34,869,0.319939917386406,0.951428571428571,0.338235294117647,"F3",700
"1611",28,1,28,897,0.331580923770184,0.96,0.367647058823529,"F3",700
"1612",25,1,25,922,0.341532106646639,0.964285714285714,0.397058823529412,"F3",700
"1613",23,1,23,945,0.350544498685693,0.967142857142857,0.426470588235294,"F3",700
"1614",22,1,22,967,0.358993616222306,0.968571428571429,0.455882352941176,"F3",700
"1615",18,1,18,985,0.366503942921517,0.974285714285714,0.485294117647059,"F3",700
"1616",17,3,51,1036,0.379459256477657,0.975714285714286,0.514705882352941,"F3",700
"1617",16,2,32,1068,0.39504318437852,0.977142857142857,0.544117647058823,"F3",700
"1618",15,1,15,1083,0.403867818250094,0.978571428571429,0.573529411764706,"F3",700
"1619",14,3,42,1125,0.41457003379647,0.98,0.602941176470588,"F3",700
"1620",13,5,65,1190,0.434660157716861,0.981428571428571,0.632352941176471,"F3",700
"1621",12,5,60,1250,0.458129928651896,0.982857142857143,0.661764705882353,"F3",700
"1622",11,2,22,1272,0.47352609838528,0.984285714285714,0.691176470588235,"F3",700
"1623",10,6,60,1332,0.488922268118663,0.985714285714286,0.720588235294118,"F3",700
"1624",9,13,117,1449,0.522155463762674,0.987142857142857,0.75,"F3",700
"1625",8,6,48,1497,0.553135561396921,0.988571428571429,0.779411764705882,"F3",700
"1626",7,9,63,1560,0.573976717987232,0.99,0.808823529411765,"F3",700
"1627",6,12,72,1632,0.599324070597071,0.991428571428571,0.838235294117647,"F3",700
"1628",5,15,75,1707,0.626924521216673,0.992857142857143,0.867647058823529,"F3",700
"1629",4,31,124,1831,0.66428839654525,0.994285714285714,0.897058823529412,"F3",700
"1630",3,45,135,1966,0.712917761922644,0.995714285714286,0.926470588235294,"F3",700
"1631",2,91,182,2148,0.772437101013894,0.997142857142857,0.955882352941177,"F3",700
"1632",1,515,515,2663,0.903304543747653,0.998571428571429,0.985294117647059,"F3",700
"1633",413,1,413,413,0.0458888888888889,0.41,0.0113636363636364,"I1",700
"1634",186,1,186,599,0.112444444444444,0.734285714285714,0.0340909090909091,"I1",700
"1635",181,1,181,780,0.153222222222222,0.741428571428571,0.0568181818181818,"I1",700
"1636",178,1,178,958,0.193111111111111,0.745714285714286,0.0795454545454545,"I1",700
"1637",138,1,138,1096,0.228222222222222,0.802857142857143,0.102272727272727,"I1",700
"1638",106,1,106,1202,0.255333333333333,0.848571428571429,0.125,"I1",700
"1639",72,3,216,1418,0.291111111111111,0.897142857142857,0.147727272727273,"I1",700
"1640",70,1,70,1488,0.322888888888889,0.9,0.170454545454545,"I1",700
"1641",65,1,65,1553,0.337888888888889,0.907142857142857,0.193181818181818,"I1",700
"1642",62,1,62,1615,0.352,0.911428571428571,0.215909090909091,"I1",700
"1643",58,1,58,1673,0.365333333333333,0.917142857142857,0.238636363636364,"I1",700
"1644",56,2,112,1785,0.384222222222222,0.92,0.261363636363636,"I1",700
"1645",41,1,41,1826,0.401222222222222,0.941428571428571,0.284090909090909,"I1",700
"1646",39,1,39,1865,0.410111111111111,0.944285714285714,0.306818181818182,"I1",700
"1647",38,2,76,1941,0.422888888888889,0.945714285714286,0.329545454545455,"I1",700
"1648",35,2,70,2011,0.439111111111111,0.95,0.352272727272727,"I1",700
"1649",34,1,34,2045,0.450666666666667,0.951428571428571,0.375,"I1",700
"1650",33,1,33,2078,0.458111111111111,0.952857142857143,0.397727272727273,"I1",700
"1651",29,1,29,2107,0.465,0.958571428571429,0.420454545454545,"I1",700
"1652",26,1,26,2133,0.471111111111111,0.962857142857143,0.443181818181818,"I1",700
"1653",25,3,75,2208,0.482333333333333,0.964285714285714,0.465909090909091,"I1",700
"1654",24,2,48,2256,0.496,0.965714285714286,0.488636363636364,"I1",700
"1655",22,4,88,2344,0.511111111111111,0.968571428571429,0.511363636363636,"I1",700
"1656",21,2,42,2386,0.525555555555556,0.97,0.534090909090909,"I1",700
"1657",20,1,20,2406,0.532444444444444,0.971428571428571,0.556818181818182,"I1",700
"1658",19,5,95,2501,0.545222222222222,0.972857142857143,0.579545454545455,"I1",700
"1659",18,1,18,2519,0.557777777777778,0.974285714285714,0.602272727272727,"I1",700
"1660",17,4,68,2587,0.567333333333333,0.975714285714286,0.625,"I1",700
"1661",16,3,48,2635,0.580222222222222,0.977142857142857,0.647727272727273,"I1",700
"1662",15,1,15,2650,0.587222222222222,0.978571428571429,0.670454545454545,"I1",700
"1663",14,2,28,2678,0.592,0.98,0.693181818181818,"I1",700
"1664",13,3,39,2717,0.599444444444444,0.981428571428571,0.715909090909091,"I1",700
"1665",12,2,24,2741,0.606444444444444,0.982857142857143,0.738636363636364,"I1",700
"1666",11,6,66,2807,0.616444444444444,0.984285714285714,0.761363636363636,"I1",700
"1667",10,18,180,2987,0.643777777777778,0.985714285714286,0.784090909090909,"I1",700
"1668",9,13,117,3104,0.676777777777778,0.987142857142857,0.806818181818182,"I1",700
"1669",8,8,64,3168,0.696888888888889,0.988571428571429,0.829545454545455,"I1",700
"1670",7,12,84,3252,0.713333333333333,0.99,0.852272727272727,"I1",700
"1671",6,12,72,3324,0.730666666666667,0.991428571428571,0.875,"I1",700
"1672",5,23,115,3439,0.751444444444444,0.992857142857143,0.897727272727273,"I1",700
"1673",4,27,108,3547,0.776222222222222,0.994285714285714,0.920454545454545,"I1",700
"1674",3,53,159,3706,0.805888888888889,0.995714285714286,0.943181818181818,"I1",700
"1675",2,141,282,3988,0.854888888888889,0.997142857142857,0.965909090909091,"I1",700
"1676",1,512,512,4500,0.943111111111111,0.998571428571429,0.988636363636364,"I1",700
"1677",668,1,668,668,0.0545751633986928,0.0457142857142857,0.0087719298245614,"I2",700
"1678",390,1,390,1058,0.141013071895425,0.442857142857143,0.0263157894736842,"I2",700
"1679",325,1,325,1383,0.199428104575163,0.535714285714286,0.043859649122807,"I2",700
"1680",308,1,308,1691,0.251143790849673,0.56,0.0614035087719298,"I2",700
"1681",223,1,223,1914,0.29452614379085,0.681428571428571,0.0789473684210526,"I2",700
"1682",221,1,221,2135,0.330800653594771,0.684285714285714,0.0964912280701754,"I2",700
"1683",216,1,216,2351,0.366503267973856,0.691428571428572,0.114035087719298,"I2",700
"1684",212,1,212,2563,0.401470588235294,0.697142857142857,0.131578947368421,"I2",700
"1685",193,1,193,2756,0.434558823529412,0.724285714285714,0.149122807017544,"I2",700
"1686",173,1,173,2929,0.464460784313726,0.752857142857143,0.166666666666667,"I2",700
"1687",172,1,172,3101,0.492647058823529,0.754285714285714,0.184210526315789,"I2",700
"1688",164,1,164,3265,0.520098039215686,0.765714285714286,0.201754385964912,"I2",700
"1689",163,1,163,3428,0.546813725490196,0.767142857142857,0.219298245614035,"I2",700
"1690",131,2,262,3690,0.581535947712418,0.812857142857143,0.236842105263158,"I2",700
"1691",113,1,113,3803,0.612173202614379,0.838571428571429,0.254385964912281,"I2",700
"1692",100,1,100,3903,0.629575163398693,0.857142857142857,0.271929824561404,"I2",700
"1693",94,1,94,3997,0.645424836601307,0.865714285714286,0.289473684210526,"I2",700
"1694",86,1,86,4083,0.660130718954248,0.877142857142857,0.307017543859649,"I2",700
"1695",83,1,83,4166,0.673937908496732,0.881428571428571,0.324561403508772,"I2",700
"1696",78,1,78,4244,0.687091503267974,0.888571428571429,0.342105263157895,"I2",700
"1697",77,1,77,4321,0.699754901960784,0.89,0.359649122807018,"I2",700
"1698",72,1,72,4393,0.711928104575163,0.897142857142857,0.37719298245614,"I2",700
"1699",67,1,67,4460,0.72328431372549,0.904285714285714,0.394736842105263,"I2",700
"1700",62,1,62,4522,0.733823529411765,0.911428571428571,0.412280701754386,"I2",700
"1701",60,1,60,4582,0.743790849673203,0.914285714285714,0.429824561403509,"I2",700
"1702",56,1,56,4638,0.753267973856209,0.92,0.447368421052632,"I2",700
"1703",46,1,46,4684,0.761601307189542,0.934285714285714,0.464912280701754,"I2",700
"1704",36,1,36,4720,0.768300653594771,0.948571428571429,0.482456140350877,"I2",700
"1705",35,1,35,4755,0.774101307189543,0.95,0.5,"I2",700
"1706",34,1,34,4789,0.779738562091503,0.951428571428571,0.517543859649123,"I2",700
"1707",29,1,29,4818,0.784885620915033,0.958571428571429,0.535087719298246,"I2",700
"1708",28,3,84,4902,0.794117647058823,0.96,0.552631578947368,"I2",700
"1709",27,2,54,4956,0.805392156862745,0.961428571428571,0.570175438596491,"I2",700
"1710",26,1,26,4982,0.811928104575163,0.962857142857143,0.587719298245614,"I2",700
"1711",24,2,48,5030,0.81797385620915,0.965714285714286,0.605263157894737,"I2",700
"1712",22,2,44,5074,0.825490196078431,0.968571428571429,0.62280701754386,"I2",700
"1713",21,2,42,5116,0.832516339869281,0.97,0.640350877192982,"I2",700
"1714",20,1,20,5136,0.837581699346405,0.971428571428571,0.657894736842105,"I2",700
"1715",19,2,38,5174,0.842320261437909,0.972857142857143,0.675438596491228,"I2",700
"1716",18,1,18,5192,0.846895424836601,0.974285714285714,0.692982456140351,"I2",700
"1717",17,2,34,5226,0.851143790849673,0.975714285714286,0.710526315789474,"I2",700
"1718",16,1,16,5242,0.855228758169935,0.977142857142857,0.728070175438597,"I2",700
"1719",15,1,15,5257,0.857761437908497,0.978571428571429,0.745614035087719,"I2",700
"1720",14,3,42,5299,0.862418300653595,0.98,0.763157894736842,"I2",700
"1721",13,2,26,5325,0.86797385620915,0.981428571428571,0.780701754385965,"I2",700
"1722",12,1,12,5337,0.871078431372549,0.982857142857143,0.798245614035088,"I2",700
"1723",11,1,11,5348,0.872957516339869,0.984285714285714,0.815789473684211,"I2",700
"1724",10,3,30,5378,0.876307189542484,0.985714285714286,0.833333333333333,"I2",700
"1725",9,3,27,5405,0.880964052287582,0.987142857142857,0.850877192982456,"I2",700
"1726",8,4,32,5437,0.88578431372549,0.988571428571429,0.868421052631579,"I2",700
"1727",7,4,28,5465,0.890686274509804,0.99,0.885964912280702,"I2",700
"1728",6,10,60,5525,0.897875816993464,0.991428571428571,0.903508771929825,"I2",700
"1729",5,11,55,5580,0.907271241830065,0.992857142857143,0.921052631578947,"I2",700
"1730",4,15,60,5640,0.916666666666667,0.994285714285714,0.93859649122807,"I2",700
"1731",3,41,123,5763,0.931617647058824,0.995714285714286,0.956140350877193,"I2",700
"1732",2,56,112,5875,0.950816993464052,0.997142857142857,0.973684210526316,"I2",700
"1733",1,245,245,6120,0.979983660130719,0.998571428571429,0.991228070175439,"I2",700
"1734",237,1,237,237,0.0244733581164808,0.661428571428571,0.00925925925925926,"I3",700
"1735",131,1,131,368,0.0624741842213961,0.812857142857143,0.0277777777777778,"I3",700
"1736",110,1,110,478,0.087360594795539,0.842857142857143,0.0462962962962963,"I3",700
"1737",105,1,105,583,0.109562164394878,0.85,0.0648148148148148,"I3",700
"1738",102,1,102,685,0.130937629078893,0.854285714285714,0.0833333333333333,"I3",700
"1739",94,1,94,779,0.151177199504337,0.865714285714286,0.101851851851852,"I3",700
"1740",85,1,85,864,0.169661296984717,0.878571428571429,0.12037037037037,"I3",700
"1741",80,1,80,944,0.18669971086328,0.885714285714286,0.138888888888889,"I3",700
"1742",73,1,73,1017,0.202498967368856,0.895714285714286,0.157407407407407,"I3",700
"1743",62,2,124,1141,0.222841800908715,0.911428571428571,0.175925925925926,"I3",700
"1744",61,1,61,1202,0.241945477075589,0.912857142857143,0.194444444444444,"I3",700
"1745",59,1,59,1261,0.254337050805452,0.915714285714286,0.212962962962963,"I3",700
"1746",55,1,55,1316,0.266109045848823,0.921428571428571,0.231481481481481,"I3",700
"1747",54,1,54,1370,0.277364725320116,0.922857142857143,0.25,"I3",700
"1748",53,2,106,1476,0.293886823626601,0.924285714285714,0.268518518518519,"I3",700
"1749",52,2,104,1580,0.315572077653862,0.925714285714286,0.287037037037037,"I3",700
"1750",51,1,51,1631,0.331577860388269,0.927142857142857,0.305555555555556,"I3",700
"1751",48,1,48,1679,0.341800908715407,0.931428571428571,0.324074074074074,"I3",700
"1752",47,1,47,1726,0.351610904584882,0.932857142857143,0.342592592592593,"I3",700
"1753",44,1,44,1770,0.361007847996696,0.937142857142857,0.361111111111111,"I3",700
"1754",43,1,43,1813,0.369991738950847,0.938571428571429,0.37962962962963,"I3",700
"1755",41,1,41,1854,0.378665840561751,0.941428571428571,0.398148148148148,"I3",700
"1756",39,2,78,1932,0.3909541511772,0.944285714285714,0.416666666666667,"I3",700
"1757",38,2,76,2008,0.406856670797191,0.945714285714286,0.435185185185185,"I3",700
"1758",34,1,34,2042,0.4182156133829,0.951428571428571,0.453703703703704,"I3",700
"1759",32,1,32,2074,0.425030978934325,0.954285714285714,0.472222222222222,"I3",700
"1760",31,1,31,2105,0.431536555142503,0.955714285714286,0.490740740740741,"I3",700
"1761",28,3,84,2189,0.443411813300289,0.96,0.509259259259259,"I3",700
"1762",27,2,54,2243,0.457662123089632,0.961428571428571,0.527777777777778,"I3",700
"1763",26,1,26,2269,0.465923172242875,0.962857142857143,0.546296296296296,"I3",700
"1764",25,2,50,2319,0.473771168938455,0.964285714285714,0.564814814814815,"I3",700
"1765",24,2,48,2367,0.483890954151177,0.965714285714286,0.583333333333333,"I3",700
"1766",23,2,46,2413,0.493597686906237,0.967142857142857,0.601851851851852,"I3",700
"1767",22,2,44,2457,0.502891367203635,0.968571428571429,0.62037037037037,"I3",700
"1768",21,5,105,2562,0.518277571251549,0.97,0.638888888888889,"I3",700
"1769",20,2,40,2602,0.533250722841801,0.971428571428571,0.657407407407407,"I3",700
"1770",19,1,19,2621,0.539343246592317,0.972857142857143,0.675925925925926,"I3",700
"1771",17,2,34,2655,0.54481619165634,0.975714285714286,0.694444444444444,"I3",700
"1772",16,2,32,2687,0.551631557207765,0.977142857142857,0.712962962962963,"I3",700
"1773",15,4,60,2747,0.561131763733994,0.978571428571429,0.731481481481482,"I3",700
"1774",14,5,70,2817,0.574555968608013,0.98,0.75,"I3",700
"1775",13,7,91,2908,0.591181330028914,0.981428571428571,0.768518518518518,"I3",700
"1776",12,4,48,2956,0.605534902932672,0.982857142857143,0.787037037037037,"I3",700
"1777",11,6,66,3022,0.617306897976043,0.984285714285714,0.805555555555556,"I3",700
"1778",10,7,70,3092,0.631350681536555,0.985714285714286,0.824074074074074,"I3",700
"1779",9,9,81,3173,0.6469434118133,0.987142857142857,0.842592592592593,"I3",700
"1780",8,8,64,3237,0.661916563403552,0.988571428571429,0.861111111111111,"I3",700
"1781",7,10,70,3307,0.675753820735233,0.99,0.87962962962963,"I3",700
"1782",6,13,78,3385,0.691036761668732,0.991428571428571,0.898148148148148,"I3",700
"1783",5,19,95,3480,0.708901280462619,0.992857142857143,0.916666666666667,"I3",700
"1784",4,29,116,3596,0.730689797604296,0.994285714285714,0.935185185185185,"I3",700
"1785",3,59,177,3773,0.760945890128046,0.995714285714286,0.953703703703704,"I3",700
"1786",2,171,342,4115,0.814539446509707,0.997142857142857,0.972222222222222,"I3",700
"1787",1,727,727,4842,0.924927715819909,0.998571428571429,0.990740740740741,"I3",700
"1788",215,1,215,215,0.0385857860732233,0.692857142857143,0.0113636363636364,"U1",700
"1789",142,1,142,357,0.102656137832017,0.797142857142857,0.0340909090909091,"U1",700
"1790",123,1,123,480,0.15021536252692,0.824285714285714,0.0568181818181818,"U1",700
"1791",114,1,114,594,0.192749461593683,0.837142857142857,0.0795454545454545,"U1",700
"1792",64,1,64,658,0.224694903086863,0.908571428571429,0.102272727272727,"U1",700
"1793",50,1,50,708,0.245154343144293,0.928571428571429,0.125,"U1",700
"1794",48,1,48,756,0.262742282842785,0.931428571428571,0.147727272727273,"U1",700
"1795",47,1,47,803,0.279791816223977,0.932857142857143,0.170454545454545,"U1",700
"1796",42,1,42,845,0.295764536970567,0.94,0.193181818181818,"U1",700
"1797",41,1,41,886,0.310660445082556,0.941428571428571,0.215909090909091,"U1",700
"1798",39,1,39,925,0.325017946877243,0.944285714285714,0.238636363636364,"U1",700
"1799",37,1,37,962,0.338657573582197,0.947142857142857,0.261363636363636,"U1",700
"1800",35,1,35,997,0.351579325197416,0.95,0.284090909090909,"U1",700
"1801",34,1,34,1031,0.363962670495334,0.951428571428571,0.306818181818182,"U1",700
"1802",33,1,33,1064,0.375987078248385,0.952857142857143,0.329545454545455,"U1",700
"1803",32,1,32,1096,0.387652548456569,0.954285714285714,0.352272727272727,"U1",700
"1804",30,1,30,1126,0.398779612347452,0.957142857142857,0.375,"U1",700
"1805",29,1,29,1155,0.409368269921034,0.958571428571429,0.397727272727273,"U1",700
"1806",28,1,28,1183,0.419597989949749,0.96,0.420454545454545,"U1",700
"1807",27,3,81,1264,0.439160086145011,0.961428571428571,0.443181818181818,"U1",700
"1808",26,1,26,1290,0.458363244795406,0.962857142857143,0.465909090909091,"U1",700
"1809",25,1,25,1315,0.467516152189519,0.964285714285714,0.488636363636364,"U1",700
"1810",24,2,48,1363,0.480617372577172,0.965714285714286,0.511363636363636,"U1",700
"1811",22,2,44,1407,0.497128499641062,0.968571428571429,0.534090909090909,"U1",700
"1812",21,1,21,1428,0.508793969849246,0.97,0.556818181818182,"U1",700
"1813",20,1,20,1448,0.516152189519024,0.971428571428571,0.579545454545455,"U1",700
"1814",19,2,38,1486,0.526561378320172,0.972857142857143,0.602272727272727,"U1",700
"1815",18,4,72,1558,0.546302943287868,0.974285714285714,0.625,"U1",700
"1816",17,2,34,1592,0.565326633165829,0.975714285714286,0.647727272727273,"U1",700
"1817",16,4,64,1656,0.582914572864322,0.977142857142857,0.670454545454545,"U1",700
"1818",14,2,28,1684,0.599425699928212,0.98,0.693181818181818,"U1",700
"1819",13,3,39,1723,0.611450107681264,0.981428571428571,0.715909090909091,"U1",700
"1820",12,5,60,1783,0.62921751615219,0.982857142857143,0.738636363636364,"U1",700
"1821",11,3,33,1816,0.645908111988514,0.984285714285714,0.761363636363636,"U1",700
"1822",10,5,50,1866,0.660804020100503,0.985714285714286,0.784090909090909,"U1",700
"1823",9,4,36,1902,0.676238334529792,0.987142857142857,0.806818181818182,"U1",700
"1824",8,10,80,1982,0.697056712132089,0.988571428571429,0.829545454545455,"U1",700
"1825",7,5,35,2017,0.717695620961953,0.99,0.852272727272727,"U1",700
"1826",6,14,84,2101,0.739052404881551,0.991428571428571,0.875,"U1",700
"1827",5,15,75,2176,0.767587939698492,0.992857142857143,0.897727272727273,"U1",700
"1828",4,24,96,2272,0.798277099784637,0.994285714285714,0.920454545454545,"U1",700
"1829",3,30,90,2362,0.831658291457286,0.995714285714286,0.943181818181818,"U1",700
"1830",2,59,118,2480,0.868987796123475,0.997142857142857,0.965909090909091,"U1",700
"1831",1,306,306,2786,0.945082555635319,0.998571428571429,0.988636363636364,"U1",700
"1832",182,1,182,182,0.0241059602649007,0.74,0.0111111111111111,"U2",700
"1833",135,1,135,317,0.0660927152317881,0.807142857142857,0.0333333333333333,"U2",700
"1834",72,1,72,389,0.0935099337748344,0.897142857142857,0.0555555555555556,"U2",700
"1835",67,1,67,456,0.111920529801324,0.904285714285714,0.0777777777777778,"U2",700
"1836",64,1,64,520,0.129271523178808,0.908571428571429,0.1,"U2",700
"1837",60,1,60,580,0.145695364238411,0.914285714285714,0.122222222222222,"U2",700
"1838",55,1,55,635,0.160927152317881,0.921428571428571,0.144444444444444,"U2",700
"1839",53,1,53,688,0.17523178807947,0.924285714285714,0.166666666666667,"U2",700
"1840",52,2,104,792,0.196026490066225,0.925714285714286,0.188888888888889,"U2",700
"1841",51,1,51,843,0.216556291390728,0.927142857142857,0.211111111111111,"U2",700
"1842",50,1,50,893,0.229933774834437,0.928571428571429,0.233333333333333,"U2",700
"1843",45,1,45,938,0.242516556291391,0.935714285714286,0.255555555555556,"U2",700
"1844",43,2,86,1024,0.259867549668874,0.938571428571429,0.277777777777778,"U2",700
"1845",41,1,41,1065,0.276688741721854,0.941428571428571,0.3,"U2",700
"1846",40,1,40,1105,0.287417218543046,0.942857142857143,0.322222222222222,"U2",700
"1847",37,1,37,1142,0.297615894039735,0.947142857142857,0.344444444444444,"U2",700
"1848",33,2,66,1208,0.311258278145695,0.952857142857143,0.366666666666667,"U2",700
"1849",32,1,32,1240,0.324238410596026,0.954285714285714,0.388888888888889,"U2",700
"1850",29,1,29,1269,0.332317880794702,0.958571428571429,0.411111111111111,"U2",700
"1851",28,1,28,1297,0.339867549668874,0.96,0.433333333333333,"U2",700
"1852",27,1,27,1324,0.347152317880795,0.961428571428571,0.455555555555556,"U2",700
"1853",26,2,52,1376,0.357615894039735,0.962857142857143,0.477777777777778,"U2",700
"1854",25,1,25,1401,0.367814569536424,0.964285714285714,0.5,"U2",700
"1855",24,1,24,1425,0.374304635761589,0.965714285714286,0.522222222222222,"U2",700
"1856",23,8,184,1609,0.401854304635762,0.967142857142857,0.544444444444444,"U2",700
"1857",22,1,22,1631,0.429139072847682,0.968571428571429,0.566666666666667,"U2",700
"1858",21,2,42,1673,0.437615894039735,0.97,0.588888888888889,"U2",700
"1859",20,3,60,1733,0.45112582781457,0.971428571428571,0.611111111111111,"U2",700
"1860",18,3,54,1787,0.466225165562914,0.974285714285714,0.633333333333333,"U2",700
"1861",17,1,17,1804,0.475629139072848,0.975714285714286,0.655555555555556,"U2",700
"1862",16,5,80,1884,0.488476821192053,0.977142857142857,0.677777777777778,"U2",700
"1863",14,7,98,1982,0.51205298013245,0.98,0.7,"U2",700
"1864",13,5,65,2047,0.53364238410596,0.981428571428571,0.722222222222222,"U2",700
"1865",12,1,12,2059,0.543841059602649,0.982857142857143,0.744444444444444,"U2",700
"1866",11,7,77,2136,0.555629139072848,0.984285714285714,0.766666666666667,"U2",700
"1867",10,7,70,2206,0.575099337748344,0.985714285714286,0.788888888888889,"U2",700
"1868",9,6,54,2260,0.591523178807947,0.987142857142857,0.811111111111111,"U2",700
"1869",8,10,80,2340,0.609271523178808,0.988571428571429,0.833333333333333,"U2",700
"1870",7,16,112,2452,0.634701986754967,0.99,0.855555555555556,"U2",700
"1871",6,18,108,2560,0.663841059602649,0.991428571428571,0.877777777777778,"U2",700
"1872",5,20,100,2660,0.691390728476821,0.992857142857143,0.9,"U2",700
"1873",4,28,112,2772,0.719470198675497,0.994285714285714,0.922222222222222,"U2",700
"1874",3,46,138,2910,0.752582781456954,0.995714285714286,0.944444444444444,"U2",700
"1875",2,132,264,3174,0.805827814569536,0.997142857142857,0.966666666666667,"U2",700
"1876",1,601,601,3775,0.920397350993377,0.998571428571429,0.988888888888889,"U2",700
"1877",208,1,208,208,0.0334405144694534,0.702857142857143,0.0125,"U3",700
"1878",194,1,194,402,0.0980707395498392,0.722857142857143,0.0375,"U3",700
"1879",160,1,160,562,0.154983922829582,0.771428571428571,0.0625,"U3",700
"1880",127,1,127,689,0.20112540192926,0.818571428571429,0.0875,"U3",700
"1881",66,1,66,755,0.232154340836013,0.905714285714286,0.1125,"U3",700
"1882",63,1,63,818,0.252893890675241,0.91,0.1375,"U3",700
"1883",62,1,62,880,0.272990353697749,0.911428571428571,0.1625,"U3",700
"1884",60,1,60,940,0.292604501607717,0.914285714285714,0.1875,"U3",700
"1885",53,1,53,993,0.310771704180064,0.924285714285714,0.2125,"U3",700
"1886",42,2,84,1077,0.332797427652733,0.94,0.2375,"U3",700
"1887",41,1,41,1118,0.352893890675241,0.941428571428571,0.2625,"U3",700
"1888",33,2,66,1184,0.370096463022508,0.952857142857143,0.2875,"U3",700
"1889",32,1,32,1216,0.385852090032154,0.954285714285714,0.3125,"U3",700
"1890",31,1,31,1247,0.395980707395498,0.955714285714286,0.3375,"U3",700
"1891",30,2,60,1307,0.410610932475884,0.957142857142857,0.3625,"U3",700
"1892",28,2,56,1363,0.429260450160772,0.96,0.3875,"U3",700
"1893",26,1,26,1389,0.442443729903537,0.962857142857143,0.4125,"U3",700
"1894",25,1,25,1414,0.45064308681672,0.964285714285714,0.4375,"U3",700
"1895",23,1,23,1437,0.458360128617363,0.967142857142857,0.4625,"U3",700
"1896",22,1,22,1459,0.465594855305466,0.968571428571429,0.4875,"U3",700
"1897",21,2,42,1501,0.47588424437299,0.97,0.5125,"U3",700
"1898",20,4,80,1581,0.495498392282958,0.971428571428571,0.5375,"U3",700
"1899",19,2,38,1619,0.514469453376206,0.972857142857143,0.5625,"U3",700
"1900",18,2,36,1655,0.526366559485531,0.974285714285714,0.5875,"U3",700
"1901",16,3,48,1703,0.539871382636656,0.977142857142857,0.6125,"U3",700
"1902",15,2,30,1733,0.552411575562701,0.978571428571429,0.6375,"U3",700
"1903",14,2,28,1761,0.561736334405145,0.98,0.6625,"U3",700
"1904",13,2,26,1787,0.570418006430868,0.981428571428571,0.6875,"U3",700
"1905",12,5,60,1847,0.584244372990354,0.982857142857143,0.7125,"U3",700
"1906",11,5,55,1902,0.602733118971061,0.984285714285714,0.7375,"U3",700
