"","frequency","count","mass","cum_mass","MAUI","UI","norm_rank","TypeItem","sample_size"
"2779",42,2,84,1279,0.362225475841874,0.958,0.291666666666667,"F1",1000
"2780",40,1,40,1319,0.380380673499268,0.96,0.319444444444444,"F1",1000
"2781",37,1,37,1356,0.391654465592972,0.963,0.347222222222222,"F1",1000
"2782",34,1,34,1390,0.402049780380674,0.966,0.375,"F1",1000
"2783",30,1,30,1420,0.411420204978038,0.97,0.402777777777778,"F1",1000
"2784",27,3,81,1501,0.427672035139092,0.973,0.430555555555556,"F1",1000
"2785",26,4,104,1605,0.454758418740849,0.974,0.458333333333333,"F1",1000
"2786",23,1,23,1628,0.473352855051245,0.977,0.486111111111111,"F1",1000
"2787",21,1,21,1649,0.479795021961933,0.979,0.513888888888889,"F1",1000
"2788",19,4,76,1725,0.493997071742313,0.981,0.541666666666667,"F1",1000
"2789",18,2,36,1761,0.510395314787701,0.982,0.569444444444444,"F1",1000
"2790",17,7,119,1880,0.533089311859444,0.983,0.597222222222222,"F1",1000
"2791",16,2,32,1912,0.555197657393851,0.984,0.625,"F1",1000
"2792",15,3,45,1957,0.566471449487555,0.985,0.652777777777778,"F1",1000
"2793",13,4,52,2009,0.580673499267936,0.987,0.680555555555556,"F1",1000
"2794",11,2,22,2031,0.591508052708638,0.989,0.708333333333333,"F1",1000
"2795",10,3,30,2061,0.599121522693997,0.99,0.736111111111111,"F1",1000
"2796",9,3,27,2088,0.607467057101025,0.991,0.763888888888889,"F1",1000
"2797",8,13,104,2192,0.626647144948756,0.992,0.791666666666667,"F1",1000
"2798",7,14,98,2290,0.656222547584187,0.993,0.819444444444444,"F1",1000
"2799",6,17,102,2392,0.685505124450952,0.994,0.847222222222222,"F1",1000
"2800",5,18,90,2482,0.713616398243045,0.995,0.875,"F1",1000
"2801",4,23,92,2574,0.740263543191801,0.996,0.902777777777778,"F1",1000
"2802",3,47,141,2715,0.774377745241581,0.997,0.930555555555556,"F1",1000
"2803",2,98,196,2911,0.823718887262079,0.998,0.958333333333333,"F1",1000
"2804",1,504,504,3415,0.926207906295754,0.999,0.986111111111111,"F1",1000
"2805",139,1,139,139,0.0201858844031368,0.861,0.0119047619047619,"F2",1000
"2806",125,1,125,264,0.0585245425501017,0.875,0.0357142857142857,"F2",1000
"2807",118,1,118,382,0.0938135347081034,0.882,0.0595238095238095,"F2",1000
"2808",99,1,99,481,0.125326749927389,0.901,0.0833333333333333,"F2",1000
"2809",94,1,94,575,0.153354632587859,0.906,0.107142857142857,"F2",1000
"2810",78,1,78,653,0.178332849259367,0.922,0.130952380952381,"F2",1000
"2811",73,2,146,799,0.210862619808307,0.927,0.154761904761905,"F2",1000
"2812",67,1,67,866,0.24179494626779,0.933,0.178571428571429,"F2",1000
"2813",66,2,132,998,0.270694162067964,0.934,0.202380952380952,"F2",1000
"2814",61,2,122,1120,0.307580598315423,0.939,0.226190476190476,"F2",1000
"2815",58,1,58,1178,0.333720592506535,0.942,0.25,"F2",1000
"2816",56,1,56,1234,0.350275922160906,0.944,0.273809523809524,"F2",1000
"2817",41,1,41,1275,0.364362474586117,0.959,0.297619047619048,"F2",1000
"2818",34,1,34,1309,0.375254138832414,0.966,0.321428571428571,"F2",1000
"2819",33,1,33,1342,0.384984025559105,0.967,0.345238095238095,"F2",1000
"2820",32,1,32,1374,0.394423467905896,0.968,0.369047619047619,"F2",1000
"2821",31,1,31,1405,0.403572465872785,0.969,0.392857142857143,"F2",1000
"2822",28,1,28,1433,0.412140575079872,0.972,0.416666666666667,"F2",1000
"2823",27,2,54,1487,0.424048794655823,0.973,0.44047619047619,"F2",1000
"2824",25,3,75,1562,0.442782457159454,0.975,0.464285714285714,"F2",1000
"2825",24,1,24,1586,0.457159453964566,0.976,0.488095238095238,"F2",1000
"2826",21,1,21,1607,0.463694452512344,0.979,0.511904761904762,"F2",1000
"2827",20,4,80,1687,0.478361893697357,0.98,0.535714285714286,"F2",1000
"2828",19,1,19,1706,0.492738890502469,0.981,0.55952380952381,"F2",1000
"2829",18,1,18,1724,0.498112111530642,0.982,0.583333333333333,"F2",1000
"2830",17,3,51,1775,0.508132442637235,0.983,0.607142857142857,"F2",1000
"2831",16,2,32,1807,0.520185884403137,0.984,0.630952380952381,"F2",1000
"2832",15,2,30,1837,0.529189660180076,0.985,0.654761904761905,"F2",1000
"2833",14,3,42,1879,0.539645657856521,0.986,0.678571428571429,"F2",1000
"2834",13,3,39,1918,0.551408655242521,0.987,0.702380952380952,"F2",1000
"2835",12,1,12,1930,0.558814986930003,0.988,0.726190476190476,"F2",1000
"2836",11,5,55,1985,0.568544873656695,0.989,0.75,"F2",1000
"2837",10,3,30,2015,0.580888759802498,0.99,0.773809523809524,"F2",1000
"2838",9,4,36,2051,0.590473424339239,0.991,0.797619047619048,"F2",1000
"2839",8,3,24,2075,0.599186755736277,0.992,0.821428571428571,"F2",1000
"2840",7,4,28,2103,0.606738309613709,0.993,0.845238095238095,"F2",1000
"2841",6,9,54,2157,0.61864652918966,0.994,0.869047619047619,"F2",1000
"2842",5,25,125,2282,0.644641301190822,0.995,0.892857142857143,"F2",1000
"2843",4,30,120,2402,0.680220737728725,0.996,0.916666666666667,"F2",1000
"2844",3,55,165,2567,0.721609061864653,0.997,0.94047619047619,"F2",1000
"2845",2,108,216,2783,0.776938716235841,0.998,0.964285714285714,"F2",1000
"2846",1,660,660,3443,0.904153354632588,0.999,0.988095238095238,"F2",1000
"2847",205,1,205,205,0.0285118219749652,0.795,0.0125,"F3",1000
"2848",117,1,117,322,0.0732962447844228,0.883,0.0375,"F3",1000
"2849",110,1,110,432,0.104867872044506,0.89,0.0625,"F3",1000
"2850",94,1,94,526,0.133240611961057,0.906,0.0875,"F3",1000
"2851",89,1,89,615,0.158692628650904,0.911,0.1125,"F3",1000
"2852",86,1,86,701,0.183031988873435,0.914,0.1375,"F3",1000
"2853",76,1,76,777,0.205563282336579,0.924,0.1625,"F3",1000
"2854",74,1,74,851,0.226425591098748,0.926,0.1875,"F3",1000
"2855",72,1,72,923,0.24673157162726,0.928,0.2125,"F3",1000
"2856",63,1,63,986,0.265507649513213,0.937,0.2375,"F3",1000
"2857",58,1,58,1044,0.282336578581363,0.942,0.2625,"F3",1000
"2858",53,1,53,1097,0.297774687065369,0.947,0.2875,"F3",1000
"2859",51,1,51,1148,0.312239221140473,0.949,0.3125,"F3",1000
"2860",36,1,36,1184,0.324339360222531,0.964,0.3375,"F3",1000
"2861",34,1,34,1218,0.334075104311544,0.966,0.3625,"F3",1000
"2862",32,1,32,1250,0.343254520166898,0.968,0.3875,"F3",1000
"2863",28,1,28,1278,0.351599443671766,0.972,0.4125,"F3",1000
"2864",26,2,52,1330,0.362726008344924,0.974,0.4375,"F3",1000
"2865",24,2,48,1378,0.37663421418637,0.976,0.4625,"F3",1000
"2866",23,1,23,1401,0.386509040333797,0.977,0.4875,"F3",1000
"2867",21,2,42,1443,0.395549374130737,0.979,0.5125,"F3",1000
"2868",20,1,20,1463,0.404172461752434,0.98,0.5375,"F3",1000
"2869",19,2,38,1501,0.412239221140473,0.981,0.5625,"F3",1000
"2870",17,2,34,1535,0.422253129346314,0.983,0.5875,"F3",1000
"2871",16,2,32,1567,0.431432545201669,0.984,0.6125,"F3",1000
"2872",15,3,45,1612,0.442141863699583,0.985,0.6375,"F3",1000
"2873",14,6,84,1696,0.460083449235049,0.986,0.6625,"F3",1000
"2874",13,5,65,1761,0.480806675938804,0.987,0.6875,"F3",1000
"2875",12,8,96,1857,0.503198887343533,0.988,0.7125,"F3",1000
"2876",11,3,33,1890,0.521140472878999,0.989,0.7375,"F3",1000
"2877",10,9,90,1980,0.538247566063978,0.99,0.7625,"F3",1000
"2878",9,13,117,2097,0.567037552155772,0.991,0.7875,"F3",1000
"2879",8,6,48,2145,0.589986091794159,0.992,0.8125,"F3",1000
"2880",7,17,119,2264,0.613212795549374,0.993,0.8375,"F3",1000
"2881",6,11,66,2330,0.63894297635605,0.994,0.8625,"F3",1000
"2882",5,22,110,2440,0.663421418636996,0.995,0.8875,"F3",1000
"2883",4,40,160,2600,0.700973574408901,0.996,0.9125,"F3",1000
"2884",3,41,123,2723,0.740333796940195,0.997,0.9375,"F3",1000
"2885",2,113,226,2949,0.788873435326843,0.998,0.9625,"F3",1000
"2886",1,646,646,3595,0.910152990264256,0.999,0.9875,"F3",1000
"2887",557,1,557,557,0.0461169067726445,0.443,0.00961538461538462,"I1",1000
"2888",252,1,252,809,0.113098195065408,0.748,0.0288461538461538,"I1",1000
"2889",244,2,488,1297,0.174366616989568,0.756,0.0480769230769231,"I1",1000
"2890",189,1,189,1486,0.230418943533698,0.811,0.0673076923076923,"I1",1000
"2891",134,1,134,1620,0.257161781751946,0.866,0.0865384615384615,"I1",1000
"2892",103,1,103,1723,0.276784235800629,0.897,0.105769230769231,"I1",1000
"2893",101,1,101,1824,0.293674449412154,0.899,0.125,"I1",1000
"2894",100,1,100,1924,0.310316277529392,0.9,0.144230769230769,"I1",1000
"2895",97,1,97,2021,0.326626924987581,0.903,0.163461538461538,"I1",1000
"2896",93,1,93,2114,0.342358006292433,0.907,0.182692307692308,"I1",1000
"2897",91,1,91,2205,0.35759231660871,0.909,0.201923076923077,"I1",1000
"2898",86,1,86,2291,0.372247060771651,0.914,0.221153846153846,"I1",1000
"2899",76,1,76,2367,0.385659877463156,0.924,0.240384615384615,"I1",1000
"2900",69,1,69,2436,0.397665176353701,0.931,0.259615384615385,"I1",1000
"2901",57,1,57,2493,0.408097367113761,0.943,0.278846153846154,"I1",1000
"2902",56,1,56,2549,0.417453220731909,0.944,0.298076923076923,"I1",1000
"2903",49,2,98,2647,0.430203676105315,0.951,0.317307692307692,"I1",1000
"2904",47,1,47,2694,0.44220897499586,0.953,0.336538461538462,"I1",1000
"2905",46,3,138,2832,0.4575260804769,0.954,0.355769230769231,"I1",1000
"2906",44,1,44,2876,0.472594800463653,0.956,0.375,"I1",1000
"2907",39,1,39,2915,0.47946679913893,0.961,0.394230769230769,"I1",1000
"2908",38,2,76,2991,0.488988243086604,0.962,0.413461538461538,"I1",1000
"2909",35,1,35,3026,0.498178506375228,0.965,0.432692307692308,"I1",1000
"2910",34,1,34,3060,0.503891372743832,0.966,0.451923076923077,"I1",1000
"2911",32,1,32,3092,0.509355853618149,0.968,0.471153846153846,"I1",1000
"2912",30,3,90,3182,0.519456863719159,0.97,0.490384615384615,"I1",1000
"2913",29,3,87,3269,0.5341116078821,0.971,0.509615384615385,"I1",1000
"2914",27,2,54,3323,0.545785726113595,0.973,0.528846153846154,"I1",1000
"2915",26,2,52,3375,0.554562013578407,0.974,0.548076923076923,"I1",1000
"2916",24,3,72,3447,0.564828614008942,0.976,0.567307692307692,"I1",1000
"2917",23,2,46,3493,0.574598443450902,0.977,0.586538461538462,"I1",1000
"2918",22,1,22,3515,0.580228514654744,0.978,0.605769230769231,"I1",1000
"2919",21,2,42,3557,0.585527405199536,0.979,0.625,"I1",1000
"2920",20,4,80,3637,0.595628415300546,0.98,0.644230769230769,"I1",1000
"2921",19,2,38,3675,0.605398244742507,0.981,0.663461538461538,"I1",1000
"2922",18,5,90,3765,0.615996025832091,0.982,0.682692307692308,"I1",1000
"2923",16,1,16,3781,0.624772313296903,0.984,0.701923076923077,"I1",1000
"2924",15,4,60,3841,0.631064745818844,0.985,0.721153846153846,"I1",1000
"2925",14,6,84,3925,0.642987249544627,0.986,0.740384615384615,"I1",1000
"2926",13,5,65,3990,0.655323729094221,0.987,0.759615384615385,"I1",1000
"2927",12,9,108,4098,0.669647292598112,0.988,0.778846153846154,"I1",1000
"2928",11,11,121,4219,0.688607385328697,0.989,0.798076923076923,"I1",1000
"2929",10,7,70,4289,0.704421261798311,0.99,0.817307692307692,"I1",1000
"2930",9,13,117,4406,0.719903957608876,0.991,0.836538461538462,"I1",1000
"2931",8,10,80,4486,0.736214605067064,0.992,0.855769230769231,"I1",1000
"2932",7,10,70,4556,0.748633879781421,0.993,0.875,"I1",1000
"2933",6,18,108,4664,0.763371419109124,0.994,0.894230769230769,"I1",1000
"2934",5,31,155,4819,0.785146547441629,0.995,0.913461538461538,"I1",1000
"2935",4,24,96,4915,0.805928133796986,0.996,0.932692307692308,"I1",1000
"2936",3,85,255,5170,0.834989236628581,0.997,0.951923076923077,"I1",1000
"2937",2,157,314,5484,0.882099685378374,0.998,0.971153846153846,"I1",1000
"2938",1,555,555,6039,0.95404868355688,0.999,0.990384615384615,"I1",1000
"2939",916,1,916,916,0.0554613707919593,0.084,0.00793650793650794,"I2",1000
"2940",534,1,534,1450,0.143255025429886,0.466,0.0238095238095238,"I2",1000
"2941",451,1,451,1901,0.20289416323565,0.549,0.0396825396825397,"I2",1000
"2942",416,1,416,2317,0.255388713974328,0.584,0.0555555555555556,"I2",1000
"2943",306,2,612,2929,0.317631387745217,0.694,0.0714285714285714,"I2",1000
"2944",303,1,303,3232,0.37303221118915,0.697,0.0873015873015873,"I2",1000
"2945",284,1,284,3516,0.408573504480504,0.716,0.103174603174603,"I2",1000
"2946",258,1,258,3774,0.441390167110681,0.742,0.119047619047619,"I2",1000
"2947",232,1,232,4006,0.471058367643497,0.768,0.134920634920635,"I2",1000
"2948",231,1,231,4237,0.499091789779608,0.769,0.150793650793651,"I2",1000
"2949",228,1,228,4465,0.526883022523614,0.772,0.166666666666667,"I2",1000
"2950",213,1,213,4678,0.553584403003148,0.787,0.182539682539683,"I2",1000
"2951",173,2,346,5024,0.58743037054977,0.827,0.198412698412698,"I2",1000
"2952",156,1,156,5180,0.6178251392589,0.844,0.214285714285714,"I2",1000
"2953",132,1,132,5312,0.635262775490434,0.868,0.23015873015873,"I2",1000
"2954",130,1,130,5442,0.651126180673287,0.87,0.246031746031746,"I2",1000
"2955",115,1,115,5557,0.665960280939695,0.885,0.261904761904762,"I2",1000
"2956",112,1,112,5669,0.679704528941632,0.888,0.277777777777778,"I2",1000
"2957",107,1,107,5776,0.692964398159361,0.893,0.293650793650794,"I2",1000
"2958",104,1,104,5880,0.70573988859288,0.896,0.30952380952381,"I2",1000
"2959",95,1,95,5975,0.717788810850085,0.905,0.325396825396825,"I2",1000
"2960",93,1,93,6068,0.729171712279002,0.907,0.341269841269841,"I2",1000
"2961",92,1,92,6160,0.740372971663841,0.908,0.357142857142857,"I2",1000
"2962",83,1,83,6243,0.750968757568419,0.917,0.373015873015873,"I2",1000
"2963",74,1,74,6317,0.760474691208525,0.926,0.388888888888889,"I2",1000
"2964",59,1,59,6376,0.768527488496004,0.941,0.404761904761905,"I2",1000
"2965",45,1,45,6421,0.774824412690724,0.955,0.420634920634921,"I2",1000
"2966",44,2,88,6509,0.782877209978203,0.956,0.436507936507937,"I2",1000
"2967",43,1,43,6552,0.790808912569629,0.957,0.452380952380952,"I2",1000
"2968",41,1,41,6593,0.795894889803827,0.959,0.468253968253968,"I2",1000
"2969",37,1,37,6630,0.800617582949867,0.963,0.484126984126984,"I2",1000
"2970",36,2,72,6702,0.807217243884718,0.964,0.5,"I2",1000
"2971",35,1,35,6737,0.813695810123517,0.965,0.515873015873016,"I2",1000
"2972",33,2,66,6803,0.819811092274158,0.967,0.531746031746032,"I2",1000
"2973",32,2,64,6867,0.827682247517559,0.968,0.547619047619048,"I2",1000
"2974",31,1,31,6898,0.833434245580044,0.969,0.563492063492063,"I2",1000
"2975",30,1,30,6928,0.837127633809639,0.97,0.579365079365079,"I2",1000
"2976",28,2,56,6984,0.842334705739889,0.972,0.595238095238095,"I2",1000
"2977",27,1,27,7011,0.84736013562606,0.973,0.611111111111111,"I2",1000
"2978",26,1,26,7037,0.850569145071446,0.974,0.626984126984127,"I2",1000
"2979",25,1,25,7062,0.85365705982078,0.975,0.642857142857143,"I2",1000
"2980",23,1,23,7085,0.856563332526035,0.977,0.658730158730159,"I2",1000
"2981",21,2,42,7127,0.860498910147735,0.979,0.674603174603175,"I2",1000
"2982",20,1,20,7147,0.864252845725357,0.98,0.69047619047619,"I2",1000
"2983",19,1,19,7166,0.866614192298377,0.981,0.706349206349206,"I2",1000
"2984",18,1,18,7184,0.868854444175345,0.982,0.722222222222222,"I2",1000
"2985",17,2,34,7218,0.872002906272705,0.983,0.738095238095238,"I2",1000
"2986",16,3,48,7266,0.87696778881085,0.984,0.753968253968254,"I2",1000
"2987",15,2,30,7296,0.88169048195689,0.985,0.76984126984127,"I2",1000
"2988",14,1,14,7310,0.884354565270041,0.986,0.785714285714286,"I2",1000
"2989",13,2,26,7336,0.886776459191087,0.987,0.801587301587302,"I2",1000
"2990",12,1,12,7348,0.889077258416081,0.988,0.817460317460317,"I2",1000
"2991",11,1,11,7359,0.890469847420683,0.989,0.833333333333333,"I2",1000
"2992",10,1,10,7369,0.891741341729232,0.99,0.849206349206349,"I2",1000
"2993",9,3,27,7396,0.8939815936062,0.991,0.865079365079365,"I2",1000
"2994",8,5,40,7436,0.898038265923953,0.992,0.880952380952381,"I2",1000
"2995",7,8,56,7492,0.903850811334464,0.993,0.896825396825397,"I2",1000
"2996",6,14,84,7576,0.912327440058125,0.994,0.912698412698413,"I2",1000
"2997",5,14,70,7646,0.921651731654154,0.995,0.928571428571429,"I2",1000
"2998",4,16,64,7710,0.929765076289659,0.996,0.944444444444444,"I2",1000
"2999",3,36,108,7818,0.940179220150157,0.997,0.96031746031746,"I2",1000
"3000",2,81,162,7980,0.95652700411722,0.998,0.976190476190476,"I2",1000
"3001",1,278,278,8258,0.983167837248728,0.999,0.992063492063492,"I2",1000
"3002",318,1,318,318,0.0244239631336406,0.682,0.00793650793650794,"I3",1000
"3003",177,1,177,495,0.0624423963133641,0.823,0.0238095238095238,"I3",1000
"3004",148,1,148,643,0.0874039938556068,0.852,0.0396825396825397,"I3",1000
"3005",137,1,137,780,0.109293394777266,0.863,0.0555555555555556,"I3",1000
"3006",133,1,133,913,0.130030721966206,0.867,0.0714285714285714,"I3",1000
"3007",126,1,126,1039,0.149923195084485,0.874,0.0873015873015873,"I3",1000
"3008",118,1,118,1157,0.168663594470046,0.882,0.103174603174603,"I3",1000
"3009",116,1,116,1273,0.186635944700461,0.884,0.119047619047619,"I3",1000
"3010",105,1,105,1378,0.203609831029186,0.895,0.134920634920635,"I3",1000
"3011",83,1,83,1461,0.218049155145929,0.917,0.150793650793651,"I3",1000
"3012",77,2,154,1615,0.236251920122888,0.923,0.166666666666667,"I3",1000
"3013",76,2,152,1767,0.259754224270353,0.924,0.182539682539683,"I3",1000
"3014",75,2,150,1917,0.28294930875576,0.925,0.198412698412698,"I3",1000
"3015",74,1,74,1991,0.300153609831029,0.926,0.214285714285714,"I3",1000
"3016",69,1,69,2060,0.311136712749616,0.931,0.23015873015873,"I3",1000
"3017",68,1,68,2128,0.321658986175115,0.932,0.246031746031746,"I3",1000
"3018",63,1,63,2191,0.331720430107527,0.937,0.261904761904762,"I3",1000
"3019",62,1,62,2253,0.341321044546851,0.938,0.277777777777778,"I3",1000
"3020",58,1,58,2311,0.350537634408602,0.942,0.293650793650794,"I3",1000
"3021",57,2,114,2425,0.363748079877112,0.943,0.30952380952381,"I3",1000
"3022",56,1,56,2481,0.376804915514593,0.944,0.325396825396825,"I3",1000
"3023",54,1,54,2535,0.385253456221198,0.946,0.341269841269841,"I3",1000
"3024",53,1,53,2588,0.39347158218126,0.947,0.357142857142857,"I3",1000
"3025",52,1,52,2640,0.401536098310292,0.948,0.373015873015873,"I3",1000
"3026",47,1,47,2687,0.409139784946237,0.953,0.388888888888889,"I3",1000
"3027",46,1,46,2733,0.416282642089094,0.954,0.404761904761905,"I3",1000
"3028",45,1,45,2778,0.423271889400922,0.955,0.420634920634921,"I3",1000
"3029",44,1,44,2822,0.43010752688172,0.956,0.436507936507937,"I3",1000
"3030",42,1,42,2864,0.436712749615975,0.958,0.452380952380952,"I3",1000
"3031",39,1,39,2903,0.442933947772657,0.961,0.468253968253968,"I3",1000
"3032",36,2,72,2975,0.451459293394777,0.964,0.484126984126984,"I3",1000
"3033",34,3,102,3077,0.464823348694316,0.966,0.5,"I3",1000
"3034",33,1,33,3110,0.475192012288786,0.967,0.515873015873016,"I3",1000
"3035",31,1,31,3141,0.48010752688172,0.969,0.531746031746032,"I3",1000
"3036",30,4,120,3261,0.491705069124424,0.97,0.547619047619048,"I3",1000
"3037",29,3,87,3348,0.507603686635945,0.971,0.563492063492063,"I3",1000
"3038",28,1,28,3376,0.516436251920123,0.972,0.579365079365079,"I3",1000
"3039",27,2,54,3430,0.52273425499232,0.973,0.595238095238095,"I3",1000
"3040",26,3,78,3508,0.532872503840246,0.974,0.611111111111111,"I3",1000
"3041",25,1,25,3533,0.540783410138249,0.975,0.626984126984127,"I3",1000
"3042",23,2,46,3579,0.546236559139785,0.977,0.642857142857143,"I3",1000
"3043",22,1,22,3601,0.551459293394777,0.978,0.658730158730159,"I3",1000
"3044",21,2,42,3643,0.556374807987711,0.979,0.674603174603175,"I3",1000
"3045",20,4,80,3723,0.565745007680492,0.98,0.69047619047619,"I3",1000
"3046",19,5,95,3818,0.579185867895545,0.981,0.706349206349206,"I3",1000
"3047",18,3,54,3872,0.59062980030722,0.982,0.722222222222222,"I3",1000
"3048",17,3,51,3923,0.598694316436252,0.983,0.738095238095238,"I3",1000
