count,cumsum,mass,MAUI,pct_giving,TypeItem,sample_size
30,5666,60,0.8084923253478697,0.0375,I2,800
29,5724,58,0.8169559604074021,0.03625,I2,800
28,5780,56,0.8251326925835605,0.035,I2,800
27,5807,27,0.8310859274135705,0.03375,I2,800
26,5859,52,0.8367522593602066,0.0325,I2,800
24,5907,48,0.843924831444556,0.03,I2,800
22,5951,44,0.8505235977621575,0.0275,I2,800
20,5971,20,0.8551140438961412,0.025,I2,800
18,5989,18,0.8578396212881939,0.0225,I2,800
17,6023,34,0.8615693587720556,0.02125,I2,800
16,6039,16,0.8651556448142304,0.02,I2,800
15,6054,15,0.8673791421603787,0.01875,I2,800
14,6096,42,0.8714675082484579,0.0175,I2,800
13,6109,13,0.8754124228948501,0.01625,I2,800
12,6157,48,0.8797876918663032,0.015,I2,800
11,6168,11,0.8840195093960694,0.01375,I2,800
10,6188,20,0.8862430067422178,0.0125,I2,800
9,6197,9,0.8883230526466791,0.01125,I2,800
8,6237,40,0.8918376129680103,0.01,I2,800
7,6279,42,0.8977191220771769,0.00875,I2,800
6,6357,78,0.9063262085783962,0.0075,I2,800
5,6412,55,0.915865729450581,0.00625,I2,800
4,6468,56,0.9238272844642089,0.005,I2,800
3,6570,102,0.935159948357481,0.00375,I2,800
2,6704,134,0.9520872184765456,0.0025,I2,800
1,6971,267,0.980849232534787,0.00125,I2,800
262,262,262,0.023844193665817255,0.3275,I3,800
151,413,151,0.06143065161994903,0.18875,I3,800
131,544,131,0.08709501274117219,0.16375,I3,800
116,660,116,0.10957408081543502,0.145,I3,800
114,774,114,0.13050600655260283,0.1425,I3,800
108,882,108,0.1507098653076083,0.135,I3,800
104,986,104,0.1700036403349108,0.13,I3,800
95,1081,95,0.18811430651619948,0.11875,I3,800
93,1174,93,0.20522388059701493,0.11625,I3,800
70,1244,70,0.220058245358573,0.0875,I3,800
66,1310,66,0.2324353840553331,0.0825,I3,800
64,1374,64,0.24426647251547143,0.08,I3,800
63,1437,63,0.25582453585729886,0.07875,I3,800
62,1623,186,0.2784856206771023,0.0775,I3,800
61,1684,61,0.3009646887513651,0.07625,I3,800
58,1742,58,0.3117946851110302,0.0725,I3,800
57,1799,57,0.3222606479796141,0.07125,I3,800
55,1854,55,0.33245358572988715,0.06875,I3,800
50,1954,100,0.34655988350928285,0.0625,I3,800
48,2050,96,0.36439752457226066,0.06,I3,800
47,2097,47,0.3774117218784128,0.05875,I3,800
46,2143,46,0.38587550054605024,0.0575,I3,800
45,2188,45,0.3941572624681471,0.05625,I3,800
44,2232,44,0.4022570076447033,0.055,I3,800
41,2273,41,0.4099927193301784,0.05125,I3,800
39,2312,39,0.41727338915180195,0.04875,I3,800
37,2349,37,0.42419002548234436,0.04625,I3,800
36,2421,72,0.43410993811430654,0.045,I3,800
34,2455,34,0.44375682562795776,0.0425,I3,800
31,2517,62,0.4524936294139061,0.03875,I3,800
29,2546,29,0.4607753913360029,0.03625,I3,800
28,2630,84,0.4710593374590462,0.035,I3,800
27,2657,27,0.481161266836549,0.03375,I3,800
26,2709,52,0.4883509282854023,0.0325,I3,800
25,2809,100,0.5021842009464871,0.03125,I3,800
24,2857,48,0.5156534401164907,0.03,I3,800
23,2880,23,0.5221150345831816,0.02875,I3,800
22,2924,44,0.5282125955587914,0.0275,I3,800
21,2945,21,0.5341281397888605,0.02625,I3,800
20,2985,40,0.5396796505278486,0.025,I3,800
19,3118,133,0.5554240990171095,0.02375,I3,800
18,3136,18,0.5691663633054241,0.0225,I3,800
17,3187,51,0.5754459410265744,0.02125,I3,800
16,3203,16,0.5815435020021842,0.02,I3,800
15,3248,45,0.5870950127411722,0.01875,I3,800
14,3346,98,0.6001092100473243,0.0175,I3,800
13,3372,26,0.6113942482708409,0.01625,I3,800
12,3444,72,0.6203130688023298,0.015,I3,800
11,3488,44,0.630870040043684,0.01375,I3,800
10,3578,90,0.6430651619949035,0.0125,I3,800
9,3650,72,0.6578085183836913,0.01125,I3,800
8,3730,80,0.6716417910447762,0.01,I3,800
7,3835,105,0.6884783400072807,0.00875,I3,800
6,3895,60,0.7034947215143793,0.0075,I3,800
5,4005,110,0.7189661448853295,0.00625,I3,800
4,4141,136,0.741354204586822,0.005,I3,800
3,4357,216,0.7733891518019658,0.00375,I3,800
2,4709,352,0.8250819075354933,0.0025,I3,800
1,5494,785,0.9285584273753186,0.00125,I3,800
242,242,242,0.0383153894870171,0.3025,U1,800
156,398,156,0.1013299556681444,0.195,U1,800
147,545,147,0.1493033565547815,0.18375,U1,800
125,670,125,0.19236858771374288,0.15625,U1,800
77,747,77,0.22435085497150095,0.09625,U1,800
56,803,56,0.2454084863837872,0.07,U1,800
54,857,54,0.2628245725142495,0.0675,U1,800
49,906,49,0.27913236225459154,0.06125,U1,800
47,953,47,0.2943318556048132,0.05875,U1,800
45,998,45,0.3088980367321089,0.05625,U1,800
44,1086,88,0.3299556681443952,0.055,U1,800
41,1127,41,0.3503799873337555,0.05125,U1,800
37,1164,37,0.36272957568081066,0.04625,U1,800
36,1200,36,0.3742875237492084,0.045,U1,800
35,1270,70,0.3910702976567448,0.04375,U1,800
34,1338,68,0.4129195693476884,0.0425,U1,800
32,1370,32,0.42875237492083595,0.04,U1,800
30,1400,30,0.43856871437618744,0.0375,U1,800
29,1429,29,0.44791006966434455,0.03625,U1,800
28,1485,56,0.46136795440151995,0.035,U1,800
27,1512,27,0.47450918302723244,0.03375,U1,800
26,1538,26,0.4829005699810006,0.0325,U1,800
25,1613,75,0.49889170360987967,0.03125,U1,800
24,1637,24,0.5145661811272958,0.03,U1,800
22,1703,66,0.5288157061431286,0.0275,U1,800
21,1724,21,0.542590246991767,0.02625,U1,800
20,1784,60,0.5554148195060165,0.025,U1,800
19,1803,19,0.567922735908803,0.02375,U1,800
18,1821,18,0.5737808739708676,0.0225,U1,800
17,1872,51,0.5847055098163395,0.02125,U1,800
16,1920,48,0.6003799873337555,0.02,U1,800
15,1950,30,0.6127295756808107,0.01875,U1,800
14,1992,42,0.6241291956934769,0.0175,U1,800
13,2044,52,0.6390120329322356,0.01625,U1,800
12,2068,24,0.6510449651678277,0.015,U1,800
11,2134,66,0.6652944901836605,0.01375,U1,800
10,2174,40,0.682077264091197,0.0125,U1,800
9,2237,63,0.6983850538315389,0.01125,U1,800
8,2301,64,0.7184927169094364,0.01,U1,800
7,2378,77,0.7408169727675744,0.00875,U1,800
6,2438,60,0.7625079164027866,0.0075,U1,800
5,2518,80,0.7846738442051931,0.00625,U1,800
4,2586,68,0.8081063964534515,0.005,U1,800
3,2697,111,0.8364471184293857,0.00375,U1,800
2,2827,130,0.8746041798606713,0.0025,U1,800
1,3158,331,0.9475934135528816,0.00125,U1,800
217,217,217,0.025517403574788336,0.27125,U2,800
144,361,144,0.06796801505174035,0.18,U2,800
80,441,80,0.09430856067732832,0.1,U2,800
73,514,73,0.11230009407337724,0.09125,U2,800
70,654,140,0.13734713076199437,0.0875,U2,800
61,715,61,0.16098306679209784,0.07625,U2,800
58,831,116,0.18179680150517405,0.0725,U2,800
57,888,57,0.202140169332079,0.07125,U2,800
56,1e3,112,0.22201317027281278,0.07,U2,800
52,1104,104,0.24741298212605833,0.065,U2,800
50,1154,50,0.26552210724365005,0.0625,U2,800
49,1203,49,0.2771636876763876,0.06125,U2,800
46,1249,46,0.2883349012229539,0.0575,U2,800
45,1294,45,0.299035747883349,0.05625,U2,800
42,1336,42,0.3092662276575729,0.0525,U2,800
37,1373,37,0.31855597365945437,0.04625,U2,800
36,1481,108,0.33560677328316085,0.045,U2,800
35,1516,35,0.35242238946378174,0.04375,U2,800
32,1548,32,0.3603010348071496,0.04,U2,800
29,1635,87,0.37429444967074316,0.03625,U2,800
28,1663,28,0.3878174976481656,0.035,U2,800
27,1744,81,0.4006349952963311,0.03375,U2,800
26,1770,26,0.4132173095014111,0.0325,U2,800
25,1820,50,0.42215428033866415,0.03125,U2,800
24,1892,72,0.43650047036688616,0.03,U2,800
22,1936,44,0.4501411100658514,0.0275,U2,800
20,2036,100,0.4670743179680151,0.025,U2,800
19,2074,38,0.4833019755409219,0.02375,U2,800
18,2128,54,0.4941204139228598,0.0225,U2,800
16,2192,64,0.5079962370649106,0.02,U2,800
15,2252,60,0.5225776105362182,0.01875,U2,800
14,2322,70,0.5378645343367827,0.0175,U2,800
13,2400,78,0.5552681091251176,0.01625,U2,800
12,2448,48,0.5700846660395108,0.015,U2,800
11,2514,66,0.5834901222953904,0.01375,U2,800
10,2604,90,0.6018344308560677,0.0125,U2,800
9,2658,54,0.6187676387582314,0.01125,U2,800
8,2746,88,0.6354656632173095,0.01,U2,800
7,2809,63,0.6532220131702728,0.00875,U2,800
6,2905,96,0.6719190968955786,0.0075,U2,800
5,3045,140,0.6996707431796801,0.00625,U2,800
4,3193,148,0.7335371589840075,0.005,U2,800
3,3352,159,0.7696378174976481,0.00375,U2,800
2,3612,260,0.8189087488240828,0.0025,U2,800
1,4252,640,0.9247412982126059,0.00125,U2,800
251,251,251,0.03562304853817769,0.31375,U3,800
224,475,224,0.10303718421799603,0.28,U3,800
173,648,173,0.15938120919670734,0.21625,U3,800
150,798,150,0.20522282145898382,0.1875,U3,800
80,878,80,0.2378654555776327,0.1,U3,800
74,952,74,0.25972182798751065,0.0925,U3,800
71,1023,71,0.28030087993187625,0.08875,U3,800
58,1081,58,0.2986091399375532,0.0725,U3,800
54,1135,54,0.3145046835083736,0.0675,U3,800
46,1181,46,0.3286971331251774,0.0575,U3,800
45,1226,45,0.3416122622764689,0.05625,U3,800
43,1269,43,0.3541016179392563,0.05375,U3,800
42,1311,42,0.3661652001135396,0.0525,U3,800
36,1347,36,0.3772353108146466,0.045,U3,800
35,1382,35,0.38731195004257735,0.04375,U3,800
32,1446,64,0.40136247516321316,0.04,U3,800
31,1477,31,0.4148453022991768,0.03875,U3,800
29,1506,29,0.42336077206925915,0.03625,U3,800
28,1618,112,0.4433721260289526,0.035,U3,800
27,1672,54,0.466931592392847,0.03375,U3,800
25,1697,25,0.4781436275901221,0.03125,U3,800
22,1763,66,0.4910587567414136,0.0275,U3,800
21,1826,63,0.5093670167470905,0.02625,U3,800
20,1846,20,0.5211467499290378,0.025,U3,800
19,1922,76,0.5347715015611695,0.02375,U3,800
18,1940,18,0.5481124042009651,0.0225,U3,800
17,1974,34,0.5554924780017031,0.02125,U3,800
16,2022,48,0.5671302866874822,0.02,U3,800
15,2037,15,0.5760715299460687,0.01875,U3,800
14,2079,42,0.5841612262276469,0.0175,U3,800
13,2144,65,0.5993471473176271,0.01625,U3,800
12,2192,48,0.6153846153846154,0.015,U3,800
11,2214,22,0.6253193301163781,0.01375,U3,800
10,2264,50,0.6355378938404769,0.0125,U3,800
9,2318,54,0.6502980414419529,0.01125,U3,800
8,2382,64,0.6670451319897814,0.01,U3,800
7,2452,70,0.6860630144762986,0.00875,U3,800
6,2512,60,0.7045131989781436,0.0075,U3,800
5,2597,85,0.7250922509225092,0.00625,U3,800
4,2697,100,0.7513482827135963,0.005,U3,800
3,2829,132,0.7842747658245813,0.00375,U3,800
2,3015,186,0.8294067556060176,0.0025,U3,800
1,3523,508,0.9279023559466364,0.00125,U3,800
362,362,362,0.056474258970358814,0.4022222222222222,F1,900
215,577,215,0.14648985959438376,0.2388888888888889,F1,900
88,665,88,0.1937597503900156,0.09777777777777778,F1,900
79,823,158,0.23213728549141965,0.08777777777777777,F1,900
69,892,69,0.2675507020280811,0.07666666666666666,F1,900
63,1018,126,0.29797191887675506,0.07,F1,900
55,1073,55,0.3262090483619345,0.06111111111111111,F1,900
44,1117,44,0.3416536661466459,0.04888888888888889,F1,900
40,1157,40,0.35475819032761313,0.044444444444444446,F1,900
39,1196,39,0.3670826833073323,0.043333333333333335,F1,900
37,1233,37,0.37893915756630264,0.04111111111111111,F1,900
33,1266,33,0.3898595943837754,0.03666666666666667,F1,900
32,1298,32,0.4,0.035555555555555556,F1,900
27,1325,27,0.409204368174727,0.03,F1,900
26,1377,52,0.42152886115444616,0.028888888888888888,F1,900
25,1427,50,0.4374414976599064,0.027777777777777776,F1,900
24,1499,72,0.4564742589703588,0.02666666666666667,F1,900
23,1522,23,0.47129485179407177,0.025555555555555557,F1,900
21,1543,21,0.4781591263650546,0.023333333333333334,F1,900
19,1600,57,0.49032761310452416,0.021111111111111112,F1,900
18,1618,18,0.5020280811232449,0.02,F1,900
17,1635,17,0.5074882995319813,0.01888888888888889,F1,900
16,1731,96,0.5251170046801872,0.017777777777777778,F1,900
15,1791,60,0.5494539781591263,0.016666666666666666,F1,900
14,1833,42,0.5653666146645866,0.015555555555555555,F1,900
13,1846,13,0.5739469578783152,0.014444444444444444,F1,900
12,1870,24,0.5797191887675507,0.013333333333333334,F1,900
11,1892,22,0.5868954758190328,0.012222222222222223,F1,900
10,1922,30,0.5950078003120125,0.011111111111111112,F1,900
9,1949,27,0.6039001560062403,0.01,F1,900
8,2029,80,0.6205928237129485,0.008888888888888889,F1,900
7,2134,105,0.6494539781591263,0.0077777777777777776,F1,900
6,2200,66,0.6761310452418097,0.006666666666666667,F1,900
5,2295,95,0.7012480499219969,0.005555555555555556,F1,900
4,2411,116,0.7341653666146646,0.0044444444444444444,F1,900
3,2537,126,0.7719188767550702,0.0033333333333333335,F1,900
2,2719,182,0.8199687987519501,0.0022222222222222222,F1,900
1,3205,486,0.9241809672386896,0.0011111111111111111,F1,900
130,130,130,0.020067922198209322,0.14444444444444443,F2,900
119,249,119,0.05850571163939487,0.1322222222222222,F2,900
103,352,103,0.09277554800864464,0.11444444444444445,F2,900
95,447,95,0.12334053720284038,0.10555555555555556,F2,900
89,536,89,0.15174436554492127,0.09888888888888889,F2,900
73,609,73,0.17675208397653597,0.0811111111111111,F2,900
70,679,70,0.1988267983945662,0.07777777777777778,F2,900
67,746,67,0.21997530101883297,0.07444444444444444,F2,900
62,808,62,0.23988885458474837,0.06888888888888889,F2,900
61,869,61,0.2588761963569003,0.06777777777777778,F2,900
60,929,60,0.2775548008644643,0.06666666666666667,F2,900
58,987,58,0.29577029947514666,0.06444444444444444,F2,900
56,1043,56,0.3133683235566533,0.06222222222222222,F2,900
54,1097,54,0.33034887310898425,0.06,F2,900
49,1146,49,0.3462488422352578,0.05444444444444444,F2,900
36,1182,36,0.3593701759802408,0.04,F2,900
31,1244,62,0.37449830194504474,0.034444444444444444,F2,900
30,1274,30,0.3887002161160852,0.03333333333333333,F2,900
29,1303,29,0.3978079654214264,0.03222222222222222,F2,900
27,1357,54,0.41062056190182156,0.03,F2,900
26,1383,26,0.422970052485335,0.028888888888888888,F2,900
25,1408,25,0.4308428527323248,0.027777777777777776,F2,900
24,1456,48,0.4421117628897808,0.02666666666666667,F2,900
23,1479,23,0.453071935782649,0.025555555555555557,F2,900
20,1499,20,0.45970978697128745,0.022222222222222223,F2,900
19,1575,76,0.47452917567150354,0.021111111111111112,F2,900
18,1593,18,0.48903982710713184,0.02,F2,900
17,1627,34,0.49706699598641557,0.01888888888888889,F2,900
16,1691,64,0.5121951219512195,0.017777777777777778,F2,900
14,1747,56,0.5307193578264897,0.015555555555555555,F2,900
13,1773,26,0.5433775856745909,0.014444444444444444,F2,900
12,1809,36,0.5529484408768138,0.013333333333333334,F2,900
11,1853,44,0.5652979314603273,0.012222222222222223,F2,900
10,1873,20,0.5751775239271381,0.011111111111111112,F2,900
9,1918,45,0.5852114850262427,0.01,F2,900
8,1942,24,0.595862920654523,0.008888888888888889,F2,900
7,1970,28,0.6038900895338067,0.0077777777777777776,F2,900
6,2030,60,0.6174745291756715,0.006666666666666667,F2,900
5,2115,85,0.6398579808582896,0.005555555555555556,F2,900
4,2227,112,0.6702686014201914,0.0044444444444444444,F2,900
3,2395,168,0.7134918184624884,0.0033333333333333335,F2,900
2,2603,208,0.7715344242050015,0.0022222222222222222,F2,900
1,3239,636,0.9018215498610682,0.0011111111111111111,F2,900
196,196,196,0.02888299440023578,0.21777777777777776,F3,900
108,304,108,0.07368110816386679,0.12,F3,900
104,408,104,0.10492189802534631,0.11555555555555555,F3,900
90,498,90,0.13351016799292661,0.1,F3,900
84,582,84,0.15915119363395225,0.09333333333333334,F3,900
81,663,81,0.18346595932802828,0.09,F3,900
72,807,144,0.21662245800176835,0.08,F3,900
67,874,67,0.24771588564692013,0.07444444444444444,F3,900
59,933,59,0.2662835249042146,0.06555555555555556,F3,900
53,986,53,0.2827880931329207,0.058888888888888886,F3,900
52,1038,52,0.2982611258473327,0.057777777777777775,F3,900
51,1089,51,0.3134394341290893,0.056666666666666664,F3,900
34,1123,34,0.32596522251694665,0.03777777777777778,F3,900
31,1185,62,0.34011199528440905,0.034444444444444444,F3,900
27,1212,27,0.3532272325375774,0.03,F3,900
25,1262,50,0.36457412319481286,0.027777777777777776,F3,900
24,1286,24,0.37547892720306514,0.02666666666666667,F3,900
21,1328,42,0.38520483348069556,0.023333333333333334,F3,900
20,1368,40,0.3972885352195697,0.022222222222222223,F3,900
19,1406,38,0.4087827880931329,0.021111111111111112,F3,900
17,1423,17,0.41688770999115826,0.01888888888888889,F3,900
16,1471,48,0.42646625405246097,0.017777777777777778,F3,900
15,1531,60,0.44238137341585615,0.016666666666666666,F3,900
14,1545,14,0.4532861774241085,0.015555555555555555,F3,900
13,1636,91,0.4687592101385205,0.014444444444444444,F3,900
12,1684,48,0.48924255820807544,0.013333333333333334,F3,900
11,1772,88,0.5092838196286472,0.012222222222222223,F3,900
10,1832,60,0.5310934276451518,0.011111111111111112,F3,900
9,1958,126,0.5585027998821103,0.01,F3,900
8,1998,40,0.582964927792514,0.008888888888888889,F3,900
7,2117,119,0.6063955201886236,0.0077777777777777776,F3,900
6,2171,54,0.6318891836133216,0.006666666666666667,F3,900
5,2286,115,0.6567933981727085,0.005555555555555556,F3,900
4,2434,148,0.6955496610669024,0.0044444444444444444,F3,900
3,2551,117,0.7346006483937518,0.0033333333333333335,F3,900
2,2775,224,0.784851164161509,0.0022222222222222222,F3,900
1,3393,618,0.9089301503094607,0.0011111111111111111,F3,900
529,529,529,0.046922121695937555,0.5877777777777777,I1,900
235,764,235,0.1146886641830761,0.2611111111111111,I1,900
227,991,227,0.15566790846194783,0.25222222222222224,I1,900
226,1217,226,0.19584885577434805,0.2511111111111111,I1,900
176,1393,176,0.23150612027674294,0.19555555555555557,I1,900
130,1523,130,0.2586482171367749,0.14444444444444443,I1,900
98,1621,98,0.2788717402873869,0.10888888888888888,I1,900
96,1717,96,0.2960794748979954,0.10666666666666667,I1,900
95,1812,95,0.31302111051978004,0.10555555555555556,I1,900
92,1904,92,0.32960794748979955,0.10222222222222223,I1,900
91,1995,91,0.3458399858080539,0.10111111111111111,I1,900
86,2081,86,0.36153982614866065,0.09555555555555556,I1,900
79,2160,79,0.376175270533972,0.08777777777777777,I1,900
74,2234,74,0.3897463189639879,0.08222222222222222,I1,900
63,2297,63,0.4018981727869434,0.07,I1,900
55,2352,55,0.41236473301401455,0.06111111111111111,I1,900
52,2404,52,0.4218555969487316,0.057777777777777775,I1,900
46,2450,46,0.4305481639169771,0.051111111111111114,I1,900
45,2495,45,0.43861983324463366,0.05,I1,900
44,2539,44,0.44651410324640767,0.04888888888888889,I1,900
43,2582,43,0.4542309739222991,0.04777777777777778,I1,900
42,2624,42,0.461770445272308,0.04666666666666667,I1,900
40,2664,40,0.469043817633493,0.044444444444444446,I1,900
38,2702,38,0.4759623913429129,0.042222222222222223,I1,900
35,2772,70,0.48554195494057123,0.03888888888888889,I1,900
34,2840,68,0.497782508426468,0.03777777777777778,I1,900
33,2873,33,0.5067411743835374,0.03666666666666667,I1,900
30,2993,120,0.5203122228135533,0.03333333333333333,I1,900
29,3022,29,0.5335284725918041,0.03222222222222222,I1,900
27,3076,54,0.5408905446159304,0.03,I1,900
26,3102,26,0.547986517651233,0.028888888888888888,I1,900
25,3127,25,0.5525102004612382,0.027777777777777776,I1,900
24,3151,24,0.556856483945361,0.02666666666666667,I1,900
23,3174,23,0.5610253681036012,0.025555555555555557,I1,900
22,3262,88,0.5708710306900834,0.024444444444444446,I1,900
21,3283,21,0.5805392939506829,0.023333333333333334,I1,900
20,3323,40,0.5859499733901011,0.022222222222222223,I1,900
19,3361,38,0.592868547099521,0.021111111111111112,I1,900
18,3433,72,0.6026255100230619,0.02,I1,900
17,3484,51,0.6135355685648395,0.01888888888888889,I1,900
16,3532,48,0.6223168351960262,0.017777777777777778,I1,900
15,3547,15,0.627904913961327,0.016666666666666666,I1,900
14,3603,56,0.6342025900301579,0.015555555555555555,I1,900
13,3694,91,0.6472414404825262,0.014444444444444444,I1,900
12,3766,72,0.6616994855419549,0.013333333333333334,I1,900
11,3865,99,0.676867127904914,0.012222222222222223,I1,900
10,3945,80,0.6927443675714032,0.011111111111111112,I1,900
9,4053,108,0.7094199042043641,0.01,I1,900
8,4125,72,0.7253858435337945,0.008888888888888889,I1,900
7,4244,119,0.7423274791555792,0.0077777777777777776,I1,900
6,4340,96,0.7613979066879546,0.006666666666666667,I1,900
5,4480,140,0.7823310271420969,0.005555555555555556,I1,900
4,4564,84,0.8021997516409438,0.0044444444444444444,I1,900
3,4816,252,0.8320028383892141,0.0033333333333333335,I1,900
2,5102,286,0.8797232570516232,0.0022222222222222222,I1,900
1,5637,535,0.9525456803264147,0.0011111111111111111,I1,900
859,859,859,0.05544797314743093,0.9544444444444444,I2,900
503,1362,503,0.14336431706687322,0.5588888888888889,I2,900
427,1789,427,0.20339530080041313,0.47444444444444445,I2,900
393,2182,393,0.25632584559772786,0.43666666666666665,I2,900
289,2471,289,0.30034856700232376,0.3211111111111111,I2,900
285,2756,285,0.3373999483604441,0.31666666666666665,I2,900
283,3039,283,0.3740640330493158,0.31444444444444447,I2,900
270,3309,270,0.40975987606506586,0.3,I2,900
236,3545,236,0.4424218951717015,0.26222222222222225,I2,900
220,3765,220,0.4718564420345985,0.24444444444444444,I2,900
216,3981,216,0.5,0.24,I2,900
214,4195,214,0.5277562612961528,0.23777777777777778,I2,900
204,4399,204,0.5547379292538084,0.22666666666666666,I2,900
161,4560,161,0.578298476633101,0.17888888888888888,I2,900
160,4720,160,0.5990188484379034,0.17777777777777778,I2,900
147,4867,147,0.6188355280144591,0.16333333333333333,I2,900
123,4990,123,0.6362638781306481,0.13666666666666666,I2,900
121,5111,121,0.6520139426800929,0.13444444444444445,I2,900
107,5218,107,0.6667312161115414,0.11888888888888889,I2,900
106,5324,106,0.6804802478698683,0.11777777777777777,I2,900
101,5425,101,0.6938419829589465,0.11222222222222222,I2,900
95,5520,95,0.7064936741544022,0.10555555555555556,I2,900
91,5611,91,0.7184998709011102,0.10111111111111111,I2,900
90,5791,180,0.735992770462174,0.1,I2,900
81,5872,81,0.75284017557449,0.09,I2,900
69,5941,69,0.7625225923057062,0.07666666666666666,I2,900
56,5997,56,0.7705912729150529,0.06222222222222222,I2,900
41,6038,41,0.776852569067906,0.04555555555555556,I2,900
40,6158,120,0.7872450296927447,0.044444444444444446,I2,900
39,6197,39,0.7975083914278337,0.043333333333333335,I2,900
35,6232,35,0.802285050348567,0.03888888888888889,I2,900
33,6331,99,0.8109346759617867,0.03666666666666667,I2,900
32,6363,32,0.8193906532403822,0.035555555555555556,I2,900
31,6394,31,0.8234572682674929,0.034444444444444444,I2,900
30,6424,30,0.8273947844048541,0.03333333333333333,I2,900
28,6480,56,0.8329460366640847,0.03111111111111111,I2,900
27,6507,27,0.8383036405886909,0.03,I2,900
26,6559,52,0.8434030467337981,0.028888888888888888,I2,900
25,6609,50,0.849987090111025,0.027777777777777776,I2,900
24,6633,24,0.8547637490317583,0.02666666666666667,I2,900
23,6656,23,0.8577975729408727,0.025555555555555557,I2,900
21,6677,21,0.8606377485153628,0.023333333333333334,I2,900
20,6717,40,0.8645752646527239,0.022222222222222223,I2,900
18,6735,18,0.8683191324554609,0.02,I2,900
17,6752,17,0.8705783630260779,0.01888888888888889,I2,900
16,6784,32,0.8737412858249419,0.017777777777777778,I2,900
15,6829,45,0.8787115930802996,0.016666666666666666,I2,900
14,6843,14,0.8825200103279112,0.015555555555555555,I2,900
13,6869,26,0.8851019881229022,0.014444444444444444,I2,900
12,6893,24,0.8883294603666408,0.013333333333333334,I2,900
10,6913,20,0.8911696359411309,0.011111111111111112,I2,900
9,6931,18,0.8936225148463723,0.01,I2,900
8,6963,32,0.896849987090111,0.008888888888888889,I2,900
7,7012,49,0.9020784921249677,0.0077777777777777776,I2,900
6,7090,78,0.910276271624064,0.006666666666666667,I2,900
5,7170,80,0.9204750839142783,0.005555555555555556,I2,900
4,7242,72,0.930286599535244,0.0044444444444444444,I2,900
3,7329,87,0.9405499612703331,0.0033333333333333335,I2,900
2,7473,144,0.9554608830364059,0.0022222222222222222,I2,900
1,7746,273,0.9823780015491866,0.0011111111111111111,I2,900
303,303,303,0.024775143090760426,0.33666666666666667,I3,900
170,473,170,0.06345053147996729,0.18888888888888888,I3,900
139,612,139,0.08871627146361406,0.15444444444444444,I3,900
127,739,127,0.11046606704824202,0.1411111111111111,I3,900
125,864,125,0.13107113654946853,0.1388888888888889,I3,900
124,988,124,0.15143090760425185,0.13777777777777778,I3,900
111,1210,222,0.17972199509403108,0.12333333333333334,I3,900
98,1308,98,0.20588716271463614,0.10888888888888888,I3,900
78,1386,78,0.22027800490596894,0.08666666666666667,I3,900
73,1459,73,0.23262469337694194,0.0811111111111111,I3,900
72,1747,288,0.26214227309893706,0.08,I3,900
68,1815,68,0.29125102207686016,0.07555555555555556,I3,900
67,1882,67,0.3022894521668029,0.07444444444444444,I3,900
64,1946,64,0.31300081766148813,0.07111111111111111,I3,900
60,2066,120,0.32804578904333603,0.06666666666666667,I3,900
59,2125,59,0.342681929681112,0.06555555555555556,I3,900
54,2233,108,0.3563368765331153,0.06,I3,900
52,2389,156,0.3779231398201145,0.057777777777777775,I3,900
51,2440,51,0.3948487326246934,0.056666666666666664,I3,900
50,2490,50,0.40310711365494684,0.05555555555555555,I3,900
45,2580,90,0.4145543744889616,0.05,I3,900
41,2621,41,0.42526573998364675,0.04555555555555556,I3,900
40,2701,80,0.4351594439901881,0.044444444444444446,I3,900
38,2739,38,0.4448078495502862,0.042222222222222223,I3,900
34,2807,68,0.45347506132461163,0.03777777777777778,I3,900
32,2871,64,0.4642681929681112,0.035555555555555556,I3,900
30,2901,30,0.47195421095666396,0.03333333333333333,I3,900
29,2930,29,0.476778413736713,0.03222222222222222,I3,900
28,3014,84,0.48601798855273914,0.03111111111111111,I3,900
27,3122,108,0.5017170891251022,0.03,I3,900
26,3200,78,0.516925592804579,0.028888888888888888,I3,900
25,3300,100,0.5314799672935405,0.027777777777777776,I3,900
24,3324,24,0.5416189697465249,0.02666666666666667,I3,900
22,3346,22,0.5453802125919869,0.024444444444444446,I3,900
21,3367,21,0.5488961569910057,0.023333333333333334,I3,900
20,3407,40,0.5538838920686836,0.022222222222222223,I3,900
19,3521,114,0.5664758789860997,0.021111111111111112,I3,900
18,3575,54,0.5802125919869174,0.02,I3,900
17,3609,34,0.5874080130825838,0.01888888888888889,I3,900
16,3657,48,0.5941128372853639,0.017777777777777778,I3,900
15,3717,60,0.6029435813573181,0.016666666666666666,I3,900
14,3773,56,0.6124284546197875,0.015555555555555555,I3,900
13,3825,52,0.6212591986917416,0.014444444444444444,I3,900
12,3921,96,0.6333605887162714,0.013333333333333334,I3,900
11,3998,77,0.6475061324611611,0.012222222222222223,I3,900
10,4088,90,0.6611610793131644,0.011111111111111112,I3,900
9,4133,45,0.6721995094031071,0.01,I3,900
8,4253,120,0.6856909239574817,0.008888888888888889,I3,900
7,4302,49,0.6995094031071136,0.0077777777777777776,I3,900
6,4410,108,0.712346688470973,0.006666666666666667,I3,900
5,4505,95,0.7289452166802943,0.005555555555555556,I3,900
4,4653,148,0.7488143908421914,0.0044444444444444444,I3,900
