count,cumsum,mass,MAUI,pct_giving,TypeItem,sample_size
12,1088,72,0.5408740359897172,0.024,U1,500
11,1121,33,0.5678663239074551,0.022,U1,500
10,1161,40,0.5866323907455013,0.02,U1,500
9,1206,45,0.6084832904884319,0.018,U1,500
8,1238,32,0.6282776349614396,0.016,U1,500
7,1280,42,0.6473007712082263,0.014,U1,500
6,1328,48,0.6704370179948587,0.012,U1,500
5,1408,80,0.7033419023136247,0.01,U1,500
4,1500,92,0.7475578406169666,0.008,U1,500
3,1581,81,0.7920308483290488,0.006,U1,500
2,1671,90,0.8359897172236503,0.004,U1,500
1,1945,274,0.9295629820051414,0.002,U1,500
139,139,139,0.02673076923076923,0.278,U2,500
82,221,82,0.06923076923076923,0.164,U2,500
51,272,51,0.0948076923076923,0.102,U2,500
45,362,90,0.12192307692307693,0.09,U2,500
43,405,43,0.1475,0.086,U2,500
39,444,39,0.16326923076923078,0.078,U2,500
34,580,136,0.19692307692307692,0.068,U2,500
33,613,33,0.22942307692307692,0.066,U2,500
31,675,62,0.24769230769230768,0.062,U2,500
30,735,60,0.27115384615384613,0.06,U2,500
29,764,29,0.2882692307692308,0.058,U2,500
27,791,27,0.29903846153846153,0.054,U2,500
26,817,26,0.30923076923076925,0.052,U2,500
25,867,50,0.32384615384615384,0.05,U2,500
24,891,24,0.33807692307692305,0.048,U2,500
22,913,22,0.34692307692307695,0.044,U2,500
20,973,60,0.3626923076923077,0.04,U2,500
18,991,18,0.3776923076923077,0.036,U2,500
17,1025,34,0.38769230769230767,0.034,U2,500
16,1057,32,0.4003846153846154,0.032,U2,500
15,1102,45,0.4151923076923077,0.03,U2,500
14,1130,28,0.42923076923076925,0.028,U2,500
13,1156,26,0.43961538461538463,0.026,U2,500
12,1168,12,0.4469230769230769,0.024,U2,500
11,1245,77,0.4640384615384615,0.022,U2,500
10,1345,100,0.4980769230769231,0.02,U2,500
9,1399,54,0.5276923076923077,0.018,U2,500
8,1487,88,0.555,0.016,U2,500
7,1543,56,0.5826923076923077,0.014,U2,500
6,1591,48,0.6026923076923076,0.012,U2,500
5,1676,85,0.6282692307692308,0.01,U2,500
4,1788,112,0.6661538461538462,0.008,U2,500
3,1911,123,0.7113461538461539,0.006,U2,500
2,2115,204,0.7742307692307693,0.004,U2,500
1,2600,485,0.9067307692307692,0.002,U2,500
162,162,162,0.03595206391478029,0.324,U3,500
138,300,138,0.10252996005326231,0.276,U3,500
111,411,111,0.1577896138482024,0.222,U3,500
106,517,106,0.20594762538837105,0.212,U3,500
53,570,53,0.24123391034176653,0.106,U3,500
50,620,50,0.26409232134931204,0.1,U3,500
40,660,40,0.28406569019085665,0.08,U3,500
35,695,35,0.30071016422547714,0.07,U3,500
34,729,34,0.316023080337328,0.068,U3,500
30,789,60,0.33688415446071907,0.06,U3,500
28,817,28,0.35641367066134044,0.056,U3,500
26,843,26,0.3683976919662672,0.052,U3,500
22,887,44,0.38393253439857966,0.044,U3,500
21,908,21,0.39835774522858414,0.042,U3,500
20,988,80,0.4207723035952064,0.04,U3,500
18,1024,36,0.44651575676875277,0.036,U3,500
17,1109,85,0.4733688415446072,0.034,U3,500
16,1125,16,0.4957833999112295,0.032,U3,500
15,1140,15,0.5026631158455392,0.03,U3,500
14,1154,14,0.5090989791389259,0.028,U3,500
13,1206,52,0.5237461162893919,0.026,U3,500
12,1242,36,0.5432756324900133,0.024,U3,500
11,1275,33,0.5585885486018641,0.022,U3,500
10,1315,40,0.5747891699955615,0.02,U3,500
8,1371,56,0.5960940967598757,0.016,U3,500
7,1392,21,0.6131824234354194,0.014,U3,500
6,1458,66,0.6324900133155792,0.012,U3,500
5,1523,65,0.6615623612960497,0.01,U3,500
4,1631,108,0.6999556147359077,0.008,U3,500
3,1742,111,0.7485574789169995,0.006,U3,500
2,1862,120,0.7998224589436307,0.004,U3,500
1,2253,391,0.9132268086995118,0.002,U3,500
242,242,242,0.05702167766258247,0.4033333333333333,F1,600
137,379,137,0.14632422243166823,0.22833333333333333,F1,600
60,439,60,0.19274269557021678,0.1,F1,600
58,497,58,0.22054665409990576,0.09666666666666666,F1,600
55,552,55,0.24717247879359094,0.09166666666666666,F1,600
51,603,51,0.27214891611687086,0.085,F1,600
48,651,48,0.2954759660697455,0.08,F1,600
38,689,38,0.3157398680490104,0.06333333333333334,F1,600
37,726,37,0.33341187558906693,0.06166666666666667,F1,600
31,757,31,0.3494344957587182,0.051666666666666666,F1,600
30,787,30,0.36380772855796417,0.05,F1,600
27,814,27,0.3772384542884072,0.045,F1,600
25,864,50,0.3953817153628652,0.041666666666666664,F1,600
19,883,19,0.4116399622997172,0.03166666666666667,F1,600
18,919,36,0.4245994344957587,0.03,F1,600
16,967,48,0.44439208294062205,0.02666666666666667,F1,600
15,982,15,0.45923656927426953,0.025,F1,600
14,1010,28,0.46936852026390197,0.023333333333333334,F1,600
13,1062,52,0.4882186616399623,0.021666666666666667,F1,600
12,1110,48,0.5117813383600377,0.02,F1,600
11,1132,22,0.5282752120640904,0.018333333333333333,F1,600
10,1172,40,0.5428840716305372,0.016666666666666666,F1,600
9,1199,27,0.5586710650329878,0.015,F1,600
8,1263,64,0.5801131008482564,0.013333333333333334,F1,600
7,1312,49,0.6067389255419415,0.011666666666666667,F1,600
6,1342,30,0.6253534401508011,0.01,F1,600
5,1407,65,0.6477379830348727,0.008333333333333333,F1,600
4,1503,96,0.6856738925541942,0.006666666666666667,F1,600
3,1614,111,0.7344486333647502,0.005,F1,600
2,1742,128,0.7907634307257304,0.0033333333333333335,F1,600
1,2122,380,0.9104618284637135,0.0016666666666666668,F1,600
87,87,87,0.020994208494208494,0.145,F2,600
75,162,75,0.060086872586872585,0.125,F2,600
67,229,67,0.09435328185328186,0.11166666666666666,F2,600
60,289,60,0.125,0.1,F2,600
55,344,55,0.15275096525096524,0.09166666666666666,F2,600
52,396,52,0.17857142857142858,0.08666666666666667,F2,600
47,490,94,0.2138030888030888,0.07833333333333334,F2,600
43,533,43,0.24686293436293436,0.07166666666666667,F2,600
41,574,41,0.2671332046332046,0.06833333333333333,F2,600
40,614,40,0.28667953667953666,0.06666666666666667,F2,600
39,653,39,0.30574324324324326,0.065,F2,600
37,690,37,0.32408301158301156,0.06166666666666667,F2,600
34,724,34,0.34121621621621623,0.056666666666666664,F2,600
31,755,31,0.3569015444015444,0.051666666666666666,F2,600
28,783,28,0.37113899613899615,0.04666666666666667,F2,600
23,806,23,0.38344594594594594,0.03833333333333333,F2,600
19,825,19,0.3935810810810811,0.03166666666666667,F2,600
18,861,36,0.40685328185328185,0.03,F2,600
17,895,34,0.42374517374517373,0.028333333333333332,F2,600
16,911,16,0.4358108108108108,0.02666666666666667,F2,600
15,926,15,0.4432915057915058,0.025,F2,600
13,978,52,0.4594594594594595,0.021666666666666667,F2,600
12,1038,60,0.4864864864864865,0.02,F2,600
11,1093,55,0.5142374517374517,0.018333333333333333,F2,600
10,1123,30,0.5347490347490348,0.016666666666666666,F2,600
9,1159,36,0.5506756756756757,0.015,F2,600
8,1191,32,0.5670849420849421,0.013333333333333334,F2,600
7,1233,42,0.584942084942085,0.011666666666666667,F2,600
6,1263,30,0.6023166023166023,0.01,F2,600
5,1313,50,0.6216216216216216,0.008333333333333333,F2,600
4,1385,72,0.6510617760617761,0.006666666666666667,F2,600
3,1481,96,0.6916023166023166,0.005,F2,600
2,1625,144,0.7495173745173745,0.0033333333333333335,F2,600
1,2072,447,0.8921332046332047,0.0016666666666666668,F2,600
141,141,141,0.03144513826940232,0.235,F3,600
75,216,75,0.0796164139161463,0.125,F3,600
71,287,71,0.11217662801070473,0.11833333333333333,F3,600
59,346,59,0.1411685994647636,0.09833333333333333,F3,600
54,400,54,0.1663693131132917,0.09,F3,600
52,452,52,0.19000892060660124,0.08666666666666667,F3,600
49,501,49,0.21253345227475468,0.08166666666666667,F3,600
47,548,47,0.233942908117752,0.07833333333333334,F3,600
43,591,43,0.254014272970562,0.07166666666666667,F3,600
38,667,76,0.28055307760927745,0.06333333333333334,F3,600
37,704,37,0.30575379125780555,0.06166666666666667,F3,600
33,737,33,0.32136485280999105,0.055,F3,600
24,761,24,0.33407671721677074,0.04,F3,600
22,783,22,0.34433541480820695,0.03666666666666667,F3,600
20,823,40,0.3581623550401427,0.03333333333333333,F3,600
19,842,19,0.37132024977698486,0.03166666666666667,F3,600
18,860,18,0.37957181088314007,0.03,F3,600
17,877,17,0.3873773416592328,0.028333333333333332,F3,600
16,893,16,0.39473684210526316,0.02666666666666667,F3,600
14,907,14,0.40142729705619984,0.023333333333333334,F3,600
12,955,48,0.4152542372881356,0.02,F3,600
11,1010,55,0.4382247992863515,0.018333333333333333,F3,600
10,1050,40,0.4594112399643176,0.016666666666666666,F3,600
9,1131,81,0.48639607493309545,0.015,F3,600
8,1171,40,0.5133809099018734,0.013333333333333334,F3,600
7,1241,70,0.5379125780553078,0.011666666666666667,F3,600
6,1307,66,0.568242640499554,0.01,F3,600
5,1412,105,0.606378233719893,0.008333333333333333,F3,600
4,1512,100,0.6520963425512935,0.006666666666666667,F3,600
3,1641,129,0.7031668153434434,0.005,F3,600
2,1783,142,0.7636039250669046,0.0033333333333333335,F3,600
1,2242,459,0.897636039250669,0.0016666666666666668,F3,600
347,347,347,0.04646491697911087,0.5783333333333334,I1,600
161,508,161,0.11448848419925013,0.2683333333333333,I1,600
159,667,159,0.1573379753615426,0.265,I1,600
143,810,143,0.1977771826459561,0.23833333333333334,I1,600
115,925,115,0.23232458489555435,0.19166666666666668,I1,600
79,1004,79,0.2583020889126942,0.13166666666666665,I1,600
62,1066,62,0.2771826459560793,0.10333333333333333,I1,600
60,1126,60,0.29351901446170325,0.1,I1,600
59,1303,177,0.3252544188537761,0.09833333333333333,I1,600
56,1359,56,0.3564542046063203,0.09333333333333334,I1,600
54,1413,54,0.37118371719335835,0.09,I1,600
43,1456,43,0.3841724692019282,0.07166666666666667,I1,600
42,1498,42,0.3955543652919122,0.07,I1,600
40,1578,80,0.41189073379753616,0.06666666666666667,I1,600
35,1613,35,0.427289769683985,0.058333333333333334,I1,600
31,1644,31,0.4361274772362078,0.051666666666666666,I1,600
29,1731,87,0.4519282271023032,0.04833333333333333,I1,600
28,1787,56,0.4710765934654526,0.04666666666666667,I1,600
23,1856,69,0.4878146759507231,0.03833333333333333,I1,600
21,1919,63,0.5054900910551687,0.035,I1,600
20,1959,40,0.5192822710230316,0.03333333333333333,I1,600
19,1978,19,0.5271826459560792,0.03166666666666667,I1,600
18,2014,36,0.5345474022495983,0.03,I1,600
17,2065,51,0.5461971076593466,0.028333333333333332,I1,600
16,2113,48,0.5594536689876808,0.02666666666666667,I1,600
15,2143,30,0.5698982324584896,0.025,I1,600
14,2199,56,0.5814140332083556,0.023333333333333334,I1,600
13,2212,13,0.590653454740225,0.021666666666666667,I1,600
12,2284,72,0.6020353508302089,0.02,I1,600
11,2328,44,0.6175682913765399,0.018333333333333333,I1,600
10,2388,60,0.6314943760042849,0.016666666666666666,I1,600
9,2424,36,0.6443492233529727,0.015,I1,600
8,2552,128,0.6663095875736476,0.013333333333333334,I1,600
7,2622,70,0.692822710230316,0.011666666666666667,I1,600
6,2700,78,0.7126405998928763,0.01,I1,600
5,2815,115,0.7384841992501339,0.008333333333333333,I1,600
4,2931,116,0.7694161756829138,0.006666666666666667,I1,600
3,3063,132,0.8026245313336904,0.005,I1,600
2,3295,232,0.851365827530798,0.0033333333333333335,I1,600
1,3734,439,0.94121585431173,0.0016666666666666668,I1,600
569,569,569,0.05497584541062802,0.9483333333333334,I2,600
340,909,340,0.14280193236714975,0.5666666666666667,I2,600
295,1204,295,0.20415458937198067,0.49166666666666664,I2,600
271,1475,271,0.2588405797101449,0.45166666666666666,I2,600
188,1663,188,0.30318840579710143,0.31333333333333335,I2,600
187,1850,187,0.33942028985507244,0.31166666666666665,I2,600
186,2222,372,0.39342995169082123,0.31,I2,600
159,2381,159,0.44473429951690824,0.265,I2,600
147,2528,147,0.47429951690821254,0.245,I2,600
137,2665,137,0.5017391304347826,0.22833333333333333,I2,600
135,2800,135,0.5280193236714976,0.225,I2,600
129,2929,129,0.5535265700483092,0.215,I2,600
113,3042,113,0.5769082125603865,0.18833333333333332,I2,600
112,3154,112,0.5986473429951691,0.18666666666666668,I2,600
98,3252,98,0.6189371980676328,0.16333333333333333,I2,600
86,3338,86,0.6367149758454106,0.14333333333333334,I2,600
79,3417,79,0.6526570048309178,0.13166666666666665,I2,600
75,3492,75,0.667536231884058,0.125,I2,600
73,3565,73,0.6818357487922705,0.12166666666666667,I2,600
68,3633,68,0.6954589371980676,0.11333333333333333,I2,600
65,3763,130,0.7145893719806763,0.10833333333333334,I2,600
60,3823,60,0.7329468599033816,0.1,I2,600
57,3880,57,0.7442512077294686,0.095,I2,600
53,3933,53,0.7548792270531401,0.08833333333333333,I2,600
47,3980,47,0.7645410628019323,0.07833333333333334,I2,600
40,4020,40,0.7729468599033816,0.06666666666666667,I2,600
29,4049,29,0.7796135265700483,0.04833333333333333,I2,600
28,4077,28,0.7851207729468599,0.04666666666666667,I2,600
26,4129,52,0.7928502415458937,0.043333333333333335,I2,600
25,4154,25,0.8002898550724638,0.041666666666666664,I2,600
24,4178,24,0.8050241545893719,0.04,I2,600
23,4224,46,0.8117874396135266,0.03833333333333333,I2,600
22,4246,22,0.8183574879227054,0.03666666666666667,I2,600
21,4330,84,0.8285990338164251,0.035,I2,600
19,4368,38,0.8403864734299517,0.03166666666666667,I2,600
18,4404,36,0.847536231884058,0.03,I2,600
17,4421,17,0.8526570048309179,0.028333333333333332,I2,600
14,4463,42,0.8583574879227053,0.023333333333333334,I2,600
13,4515,52,0.8674396135265701,0.021666666666666667,I2,600
12,4563,48,0.8771014492753623,0.02,I2,600
11,4574,11,0.8828019323671498,0.018333333333333333,I2,600
9,4583,9,0.8847342995169082,0.015,I2,600
8,4615,32,0.888695652173913,0.013333333333333334,I2,600
7,4622,7,0.8924637681159421,0.011666666666666667,I2,600
6,4646,24,0.8954589371980677,0.01,I2,600
5,4691,45,0.9021256038647343,0.008333333333333333,I2,600
4,4755,64,0.9126570048309178,0.006666666666666667,I2,600
3,4842,87,0.9272463768115942,0.005,I2,600
2,4958,116,0.9468599033816425,0.0033333333333333335,I2,600
1,5175,217,0.9790338164251208,0.0016666666666666668,I2,600
197,197,197,0.024520786656708985,0.3283333333333333,I3,600
113,310,113,0.06310679611650485,0.18833333333333332,I3,600
99,409,99,0.08949464774707493,0.165,I3,600
93,502,93,0.11339307941249689,0.155,I3,600
84,586,84,0.13542444610405777,0.14,I3,600
77,663,77,0.1554642768235001,0.12833333333333333,I3,600
75,738,75,0.17438386855862584,0.125,I3,600
67,805,67,0.1920587503111775,0.11166666666666666,I3,600
66,871,66,0.20861339307941248,0.11,I3,600
55,926,55,0.22367438386855862,0.09166666666666666,I3,600
52,978,52,0.23699278068210108,0.08666666666666667,I3,600
50,1028,50,0.24968882250435648,0.08333333333333333,I3,600
49,1126,98,0.2681105302464526,0.08166666666666667,I3,600
48,1174,48,0.28628329599203384,0.08,I3,600
47,1268,94,0.3039581777445855,0.07833333333333334,I3,600
44,1312,44,0.32113517550410753,0.07333333333333333,I3,600
41,1353,41,0.33171521035598706,0.06833333333333333,I3,600
39,1470,117,0.3513816280806572,0.065,I3,600
35,1505,35,0.3703012198157829,0.058333333333333334,I3,600
34,1607,102,0.3873537465770476,0.056666666666666664,I3,600
30,1667,60,0.4075180482947473,0.05,I3,600
29,1725,58,0.4222056260891212,0.04833333333333333,I3,600
27,1779,54,0.4361463778939507,0.045,I3,600
26,1805,26,0.4461040577545432,0.043333333333333335,I3,600
25,1830,25,0.4524520786656709,0.041666666666666664,I3,600
23,1853,23,0.4584266865820264,0.03833333333333333,I3,600
22,1875,22,0.4640278815036097,0.03666666666666667,I3,600
21,1896,21,0.4693801344286781,0.035,I3,600
20,1916,20,0.47448344535723175,0.03333333333333333,I3,600
19,2068,152,0.4958924570575056,0.03166666666666667,I3,600
18,2104,36,0.5192930047298979,0.03,I3,600
17,2155,51,0.5301219815782923,0.028333333333333332,I3,600
15,2200,45,0.5420711974110033,0.025,I3,600
14,2242,42,0.5529001742593975,0.023333333333333334,I3,600
13,2307,65,0.56621857107294,0.021666666666666667,I3,600
12,2379,72,0.5832710978342046,0.02,I3,600
11,2423,44,0.5977097336320637,0.018333333333333333,I3,600
10,2483,60,0.610654717450834,0.016666666666666666,I3,600
9,2546,63,0.625964650236495,0.015,I3,600
8,2634,88,0.6447597709733632,0.013333333333333334,I3,600
7,2697,63,0.6635548917102315,0.011666666666666667,I3,600
6,2769,72,0.6803584764749814,0.01,I3,600
5,2844,75,0.69865571321882,0.008333333333333333,I3,600
4,2936,92,0.7194423699278069,0.006666666666666667,I3,600
3,3122,186,0.7540453074433657,0.005,I3,600
2,3406,284,0.8125466766243465,0.0033333333333333335,I3,600
1,4017,611,0.9239482200647249,0.0016666666666666668,I3,600
181,181,181,0.039536915683704675,0.3016666666666667,U1,600
117,298,117,0.10463084316295325,0.195,U1,600
100,398,100,0.15203145478374835,0.16666666666666666,U1,600
90,488,90,0.19353429445172565,0.15,U1,600
60,548,60,0.22629969418960244,0.1,U1,600
40,588,40,0.24814329401485366,0.06666666666666667,U1,600
39,627,39,0.2653997378768021,0.065,U1,600
38,665,38,0.2822193097422455,0.06333333333333334,U1,600
34,699,34,0.2979467016164264,0.056666666666666664,U1,600
33,732,33,0.31258191349934467,0.055,U1,600
32,764,32,0.32678025338575795,0.05333333333333334,U1,600
29,851,87,0.3527741371778069,0.04833333333333333,U1,600
28,879,28,0.3778942769768458,0.04666666666666667,U1,600
25,929,50,0.3949322848405417,0.041666666666666664,U1,600
24,977,48,0.4163390126692879,0.04,U1,600
23,1023,46,0.436871996505024,0.03833333333333333,U1,600
22,1067,44,0.4565312363477501,0.03666666666666667,U1,600
20,1127,60,0.47924858016601135,0.03333333333333333,U1,600
19,1146,19,0.4965050240279598,0.03166666666666667,U1,600
17,1180,34,0.5080821319353429,0.028333333333333332,U1,600
16,1196,16,0.5190039318479686,0.02666666666666667,U1,600
15,1286,90,0.5421581476627348,0.025,U1,600
14,1342,56,0.5740498034076016,0.023333333333333334,U1,600
13,1368,26,0.5919615552643076,0.021666666666666667,U1,600
12,1380,12,0.6002621231979031,0.02,U1,600
11,1391,11,0.6052861511577108,0.018333333333333333,U1,600
10,1411,20,0.6120576671035387,0.016666666666666666,U1,600
9,1492,81,0.6341197029270423,0.015,U1,600
8,1532,40,0.6605504587155964,0.013333333333333334,U1,600
7,1574,42,0.6784622105723023,0.011666666666666667,U1,600
6,1622,48,0.6981214504150284,0.01,U1,600
5,1702,80,0.7260812581913499,0.008333333333333333,U1,600
4,1806,104,0.7662734818698121,0.006666666666666667,U1,600
3,1893,87,0.8079947575360419,0.005,U1,600
2,2015,122,0.8536478811708169,0.0033333333333333335,U1,600
1,2289,274,0.9401485364788117,0.0016666666666666668,U1,600
157,157,157,0.026114437791084497,0.26166666666666666,U2,600
110,267,110,0.07052561543579508,0.18333333333333332,U2,600
62,329,62,0.09913506320691949,0.10333333333333333,U2,600
53,382,53,0.11826347305389222,0.08833333333333333,U2,600
51,484,102,0.14404524284763806,0.085,U2,600
50,534,50,0.16932801064537592,0.08333333333333333,U2,600
46,580,46,0.18529607451763142,0.07666666666666666,U2,600
43,623,43,0.2000998003992016,0.07166666666666667,U2,600
42,707,84,0.22122421823020624,0.07,U2,600
39,746,39,0.2416833000665336,0.065,U2,600
38,784,38,0.25449101796407186,0.06333333333333334,U2,600
37,858,74,0.2731204258150366,0.06166666666666667,U2,600
35,893,35,0.2912508316699933,0.058333333333333334,U2,600
34,927,34,0.302727877578177,0.056666666666666664,U2,600
30,987,60,0.3183632734530938,0.05,U2,600
27,1041,54,0.3373253493013972,0.045,U2,600
26,1067,26,0.35063206919494344,0.043333333333333335,U2,600
24,1091,24,0.35894876912840984,0.04,U2,600
23,1114,23,0.36676646706586824,0.03833333333333333,U2,600
20,1174,60,0.3805721889554225,0.03333333333333333,U2,600
19,1250,76,0.4031936127744511,0.03166666666666667,U2,600
18,1304,54,0.42481703260146375,0.03,U2,600
17,1321,17,0.436626746506986,0.028333333333333332,U2,600
16,1385,64,0.4500998003992016,0.02666666666666667,U2,600
14,1413,28,0.46540252827677975,0.023333333333333334,U2,600
13,1504,91,0.4851962741184298,0.021666666666666667,U2,600
12,1576,72,0.5123087159015303,0.02,U2,600
11,1653,77,0.5370924817032602,0.018333333333333333,U2,600
10,1683,30,0.5548902195608783,0.016666666666666666,U2,600
9,1728,45,0.5673652694610778,0.015,U2,600
8,1808,80,0.5881570192947438,0.013333333333333334,U2,600
7,1857,49,0.6096141051230871,0.011666666666666667,U2,600
6,1947,90,0.6327345309381237,0.01,U2,600
5,2062,115,0.666833000665336,0.008333333333333333,U2,600
4,2154,92,0.7012641383898869,0.006666666666666667,U2,600
3,2298,144,0.7405189620758483,0.005,U2,600
2,2500,202,0.7980705256154358,0.0033333333333333335,U2,600
1,3006,506,0.91583499667332,0.0016666666666666668,U2,600
181,181,181,0.034647779479326186,0.3016666666666667,U3,600
162,343,162,0.1003062787136294,0.27,U3,600
137,480,137,0.15754211332312404,0.22833333333333333,U3,600
111,591,111,0.20501531393568148,0.185,U3,600
58,649,58,0.23736600306278713,0.09666666666666666,U3,600
56,761,112,0.26990811638591117,0.09333333333333334,U3,600
50,811,50,0.3009188361408882,0.08333333333333333,U3,600
41,852,41,0.3183384379785605,0.06833333333333333,U3,600
40,892,40,0.333843797856049,0.06666666666666667,U3,600
34,926,34,0.34800918836140887,0.056666666666666664,U3,600
33,959,33,0.36083460949464014,0.055,U3,600
28,1015,56,0.3778713629402756,0.04666666666666667,U3,600
27,1069,54,0.3989280245022971,0.045,U3,600
25,1094,25,0.4140505359877488,0.041666666666666664,U3,600
24,1118,24,0.4234303215926493,0.04,U3,600
23,1141,23,0.432427258805513,0.03833333333333333,U3,600
22,1207,66,0.44946401225114857,0.03666666666666667,U3,600
21,1249,42,0.47013782542113325,0.035,U3,600
17,1300,51,0.48794027565084225,0.028333333333333332,U3,600
16,1364,64,0.5099540581929556,0.02666666666666667,U3,600
15,1394,30,0.527947932618683,0.025,U3,600
14,1422,28,0.5390505359877489,0.023333333333333334,U3,600
12,1506,84,0.5604900459418071,0.02,U3,600
10,1536,30,0.582312404287902,0.016666666666666666,U3,600
9,1626,90,0.6052833078101072,0.015,U3,600
8,1666,40,0.6301684532924962,0.013333333333333334,U3,600
7,1722,56,0.6485451761102603,0.011666666666666667,U3,600
6,1788,66,0.6718989280245024,0.01,U3,600
5,1848,60,0.6960183767228177,0.008333333333333333,U3,600
4,1944,96,0.7258805513016845,0.006666666666666667,U3,600
3,2037,93,0.7620597243491577,0.005,U3,600
2,2199,162,0.8108728943338438,0.0033333333333333335,U3,600
1,2612,413,0.9209418070444104,0.0016666666666666668,U3,600
284,284,284,0.05641636869288836,0.4057142857142857,F1,700
173,457,173,0.1471990464839094,0.24714285714285714,F1,700
65,522,65,0.19447755264203417,0.09285714285714286,F1,700
62,584,62,0.21970599920540326,0.08857142857142856,F1,700
61,645,61,0.244139849026619,0.08714285714285715,F1,700
59,704,59,0.2679777512912197,0.08428571428571428,F1,700
54,758,54,0.29042510925705206,0.07714285714285714,F1,700
52,810,52,0.31148192292411603,0.07428571428571429,F1,700
46,856,46,0.33094954310687325,0.06571428571428571,F1,700
36,892,36,0.3472387763210171,0.05142857142857143,F1,700
33,958,66,0.36750099324592767,0.047142857142857146,F1,700
30,988,30,0.3865713150576083,0.04285714285714286,F1,700
28,1044,56,0.4036551450139054,0.04,F1,700
23,1067,23,0.41934843067143424,0.032857142857142856,F1,700
22,1089,22,0.4282876440206595,0.03142857142857143,F1,700
21,1110,21,0.4368295589988081,0.03,F1,700
20,1130,20,0.44497417560588004,0.02857142857142857,F1,700
18,1184,54,0.4596742153357171,0.025714285714285714,F1,700
17,1201,17,0.47377830750893923,0.024285714285714285,F1,700
16,1217,16,0.4803337306317044,0.022857142857142857,F1,700
15,1247,30,0.48947159316646804,0.02142857142857143,F1,700
14,1289,42,0.5037743345252285,0.02,F1,700
13,1354,65,0.5250297973778307,0.018571428571428572,F1,700
12,1378,24,0.5427095748907429,0.017142857142857144,F1,700
11,1422,44,0.55621771950735,0.015714285714285715,F1,700
10,1452,30,0.5709177592371871,0.014285714285714285,F1,700
9,1461,9,0.5786650774731824,0.012857142857142857,F1,700
8,1557,96,0.599523241954708,0.011428571428571429,F1,700
7,1592,35,0.6255462852602305,0.01,F1,700
6,1670,78,0.6479936432260628,0.008571428571428572,F1,700
5,1760,90,0.6813667063965038,0.007142857142857143,F1,700
4,1852,92,0.7175208581644815,0.005714285714285714,F1,700
3,1942,90,0.7536750099324593,0.004285714285714286,F1,700
2,2104,162,0.8037346046881207,0.002857142857142857,F1,700
1,2517,413,0.9179578863726658,0.0014285714285714286,F1,700
97,97,97,0.019315013938669853,0.13857142857142857,F2,700
95,192,95,0.05754679410593389,0.1357142857142857,F2,700
89,281,89,0.09418558343289526,0.12714285714285714,F2,700
74,355,74,0.12664277180406214,0.10571428571428572,F2,700
65,420,65,0.15432098765432098,0.09285714285714286,F2,700
56,476,56,0.17841497411389884,0.08,F2,700
54,530,54,0.20031859816806052,0.07714285714285714,F2,700
53,583,53,0.2216248506571087,0.07571428571428572,F2,700
51,634,51,0.2423337315810434,0.07285714285714286,F2,700
50,684,50,0.2624452409398646,0.07142857142857142,F2,700
47,731,47,0.28176025487853446,0.06714285714285714,F2,700
46,823,92,0.3094384707287933,0.06571428571428571,F2,700
42,865,42,0.336121067303863,0.06,F2,700
39,904,39,0.35225009956192754,0.055714285714285716,F2,700
31,935,31,0.36618876941457584,0.04428571428571428,F2,700
26,961,26,0.37753882915173237,0.037142857142857144,F2,700
24,1033,72,0.39705296694544007,0.03428571428571429,F2,700
23,1079,46,0.42054958183990443,0.032857142857142856,F2,700
21,1100,21,0.43389088012743926,0.03,F2,700
19,1119,19,0.4418558343289526,0.027142857142857142,F2,700
18,1155,36,0.45280764635603343,0.025714285714285714,F2,700
17,1172,17,0.46336121067303865,0.024285714285714285,F2,700
16,1188,16,0.46993229788928714,0.022857142857142857,F2,700
15,1248,60,0.4850657108721625,0.02142857142857143,F2,700
13,1287,39,0.504778972520908,0.018571428571428572,F2,700
12,1311,24,0.5173237753882916,0.017142857142857144,F2,700
11,1344,33,0.5286738351254481,0.015714285714285715,F2,700
10,1384,40,0.5432098765432098,0.014285714285714285,F2,700
9,1402,18,0.5547590601354042,0.012857142857142857,F2,700
8,1450,48,0.5679012345679012,0.011428571428571429,F2,700
7,1478,28,0.5830346475507766,0.01,F2,700
6,1508,30,0.594583831142971,0.008571428571428572,F2,700
5,1568,60,0.6125049780963759,0.007142857142857143,F2,700
4,1640,72,0.6387893269613699,0.005714285714285714,F2,700
3,1793,153,0.6835921943448825,0.004285714285714286,F2,700
2,1957,164,0.7467144563918757,0.002857142857142857,F2,700
1,2511,554,0.8896853843090402,0.0014285714285714286,F2,700
153,153,153,0.028726999624483666,0.21857142857142858,F3,700
90,243,90,0.07435223432219301,0.12857142857142856,F3,700
82,325,82,0.10664663912880211,0.11714285714285715,F3,700
67,392,67,0.13462260608336463,0.09571428571428571,F3,700
66,458,66,0.15959444235824258,0.09428571428571429,F3,700
62,582,124,0.19526849417949682,0.08857142857142856,F3,700
55,637,55,0.2288772061584679,0.07857142857142857,F3,700
54,691,54,0.249342846413819,0.07714285714285714,F3,700
52,743,52,0.26924521216672925,0.07428571428571429,F3,700
49,792,49,0.28820878708223807,0.07,F3,700
43,835,43,0.30548253849042434,0.06142857142857143,F3,700
34,869,34,0.3199399173864063,0.04857142857142857,F3,700
28,897,28,0.331580923770184,0.04,F3,700
